,name_used,summary
Peanut Oil,Peanut Oil,"It is often used in American, Chinese, South Asian and Southeast Asian cuisine, both for general cooking, and in the case of roasted oil, for added flavor.Peanut oil at WebMDThose allergic to peanuts can consume highly refined peanut oil, but should avoid first-press, organic oil.
Most highly refined peanut oils remove the peanut allergens and have been shown to be safe for ""the vast majority of peanut-allergic individuals"".
However, cold-pressed peanut oils may not remove the allergens and thus could be highly dangerous to people with peanut allergy.Since the degree of processing for any particular product is often unclear, ""avoidance is prudent.""Its major component fatty acids are oleic acid (46.8% as olein), linoleic acid (33.4% as linolein), and palmitic acid (10.0% as palmitin).
Peanut oil is safe for use as a massage oil.Unrefined peanut oil has a smoke point of 320 °F/160 °C and is used as a flavorant for dishes akin to sesame oil."
Pennyroyal,Mentha pulegium,"Though they differ in genera, they share similar chemical properties.Study conducted on rats shows that pulegone can cause delayed action potential in cardiac muscles.
November 1978 – An 18-year-old pregnant woman from Denver, Colorado, died after ingesting one ounce of concentrated pennyroyal oil in an effort to abort her fetus.
Prior to her death, the woman had reported using the dried leaves of the plant to induce menstruation with no ill effects.
Since the U.S. Congress passed the Dietary Supplement Health and Education Act in October 1994 all manufactured forms of pennyroyal in the United States have carried a warning label against its use by pregnant women, but pennyroyal is not regulated by the U.S. Food and Drug Administration.At least one study has shown pennyroyal oil to have potent acaricidal activity against house dust mites.Pennyroyal is toxic to humans and has differing effects dependent on the volume and concentration ingested."
Phosphate Salts,Phosphate Salts,"Phosphate also forms families or condensed anions including di-, tri-, tetra-, and polyphosphates.
Most of these salts are known in both anhydrous (water-free) and hydrated forms.
The hydrates are more common than the anhydrous forms.Sodium phosphates have many applications in food and for water treatment.
However, oral sodium phosphates when taken at high doses for bowel preparation for colonoscopy may in some individuals carry a risk of kidney injury under the form of phosphate nephropathy.
Since safe and effective replacements for phosphate purgatives are available, several medical authorities have recommended general disuse of oral phosphates.In addition to these phosphates, sodium forms a number of useful salts with pyrophosphates (also called diphosphates), triphosphates and high polymers.
Beyond the diphosphates, sodium salts are known triphosphates, e.g. sodium triphosphate and tetraphospates.
The cyclic polyphosphates, called metaphosphates, include the trimer sodium trimetaphosphate and the tetramer, Na3P3O9 and Na4P4O12, respectively."
Propolis,Propolis,"Normally, it is dark brown in color, but it can be found in green, red, black, and white hues, depending on the sources of resin found in the particular hive area.
Honey bees are opportunists, gathering what they need from available sources, and detailed analyses show that the chemical composition of propolis varies considerably from region to region, along with the vegetation.
Propolis also contains persistent lipophilic acaricides, a natural pesticide that deters mite infestations.In neotropical regions, in addition to a large variety of trees, bees may also gather resin from flowers in the genera Clusia and Dalechampia, which are the only known plant genera that produce floral resins to attract pollinators.
Caffeic acid phenethyl ester (CAPE) is also a component of some varieties of propolis from New Zealand.Occasionally, worker bees will even gather various caulking compounds of human manufacture, when the usual sources are more difficult to obtain."
Raspberry Ketone,Raspberry Ketone,"It is one of the most expensive natural flavor components used in the food industry.
Synthetic raspberry ketone is cheaper, with estimates ranging from a couple of dollars per pound to one fifth of the cost of the natural product.Although products containing this compound are marketed for weight loss, there is no clinical evidence for this effect in humans.Raspberry ellagitanninSince the natural abundance of raspberry ketone is very low, it is prepared industrially by a variety of methods from chemical intermediates.
This two-step method produces raspberry ketone in 99% yield.
There is a less expensive hydrogenation catalyst, nickel boride, which also demonstrates high selectivity towards hydrogenation of the double bond of enone.Little is known about the long-term safety of raspberry ketone supplements, especially since little research has been done with humans.
It can be extracted from the fruit, yielding about 1–4 mg per kg of raspberries."
Reishi Mushroom,Reishi Mushroom,"It is often used with nấm, the Vietnamese word for ""mushroom"", thus nấm linh chi is the equivalent of ""lingzhi mushroom"".It was once thought that Ganoderma lucidum generally occurred in two growth forms: a large, sessile, specimen with a small or nonexistent stalk, found in North America, and a smaller specimen with a long, narrow stalk found mainly in the tropics.
The Shennong bencao jing (Divine Farmer's Classic of Pharmaceutics) of c.200–250 CE, classifies zhi into six color categories, each of which is believed to benefit the qi, or ""life force"", in a different part of the body: qingzhi (青芝; ""Green Mushroom"") for the liver, chizhi (赤芝; ""Red Mushroom"") for the heart, huangzhi (黃芝; ""Yellow Mushroom"") for the spleen, baizhi (白芝; ""White Mushroom"") for the lungs, heizhi (黑芝; ""Black Mushroom"") for the kidneys, and zizhi (紫芝; ""Purple Mushroom"") for the Essence."
Resveratrol,Resveratrol,"A 2018 review of resveratrol effects on blood pressure found that some people had increased frequency of bowel movements and loose stools, and one person taking a 1000 mg daily dose developed an itchy rash.Resveratrol is a phytoalexin, a class of compounds produced by many plants when they are infected by pathogens or physically harmed by cutting, crushing, or ultraviolet radiation.Plants that synthesize resveratrol include knotweeds, pine trees including Scots pine and Eastern white pine, grape vines, peanut plants, cocoa bushes, and Vaccinium shrubs that produce berries, including blueberries, raspberries, mulberries, cranberries, and bilberries.Resveratrol is under preliminary research for its potential to limit secondary damage after ischemic stroke or acute brain trauma, and its possible effect on cognition.Resveratrol has been identified as a pan-assay interference compound, which produces positive results in many different laboratory assays."
Riboflavin,Riboflavin,"Visually, it imparts color to vitamin supplements (and bright yellow color of urine in persons taking it).Food and beverages that provide riboflavin without fortification are milk, cheese, eggs, leaf vegetables, liver, kidneys, lean meats, legumes, mushrooms, and almonds.The milling of cereals results in considerable loss (up to 60%) of vitamin B2, so white flour is enriched in some countries by addition of the vitamin.
The limited data available on riboflavin’s adverse effects do not mean, however, that high intakes have no adverse effects, and the Food and Nutrition Board urges people to be cautious about consuming excessive amounts of riboflavin.In other animals, riboflavin deficiency results in lack of growth, failure to thrive, and eventual death.
Over-the-counter dietary supplements are available in the United States with doses as high as 100 mg, but there is no evidence that these high doses have any additional benefit for healthy people.The National Academy of Medicine (then the U.S. Institute of Medicine [IOM]) updated Estimated Average Requirements (EARs) and Recommended Dietary Allowances (RDAs) for riboflavin in 1998."
Roman Chamomile,Roman Chamomile,"Chamaemelum nobile commonly known as chamomile (also spelled camomile) or under its synonym Anthemis nobilis, Roman chamomile, English chamomile, garden chamomile, ground apple, low chamomile, mother's daisy or whig plant, is a low perennial plant found in dry fields and around gardens and cultivated grounds in Europe, North America, and in Argentina.
C. nobile is, along with Matricaria chamomilla, an important source of the herbal product known as chamomile.Anthémis, Anthémis Odorante, Anthemis nobilis, Babuna Ke Phool, Camomille d’Anjou, Camomille Noble, Camomille Romaine, Chamaemelum nobile, Chamomilla, Chamomile, Chamomillae Ramane Flos, English Chamomile, Fleur de Camomille Romaine, Flores Anthemidis, Garden Chamomile, Grosse Kamille, Ground Apple, Huile Essentielle de Camomille Romaine, Low Chamomile, Manzanilla, Manzanilla Romana, Ormenis nobilis, Roman Chamomile Essential Oil, Romische Kamille, Sweet Chamomile, Whig Plant.English chamomile entry in the public domain NCI Dictionary of Cancer Terms"
Rose Hip,Rose Hip,"Media related to Rose hip at Wikimedia CommonsRose hips are used for herbal teas, jam, jelly, syrup, rose hip soup, beverages, pies, bread, wine, and marmalade.
A few rose species are sometimes grown for the ornamental value of their hips, such as Rosa moyesii, which has prominent large red bottle-shaped fruits.
Rose hips are commonly used as an herbal tea, often blended with hibiscus, and an oil is also extracted from the seeds.
They can also be used to make jam, jelly, marmalade, and rose hip wine.
Rose hip soup, ""nyponsoppa"", is especially popular in Sweden.
Rose hips can be used to make pálinka, the traditional Hungarian fruit brandy popular in Hungary, Romania, and other countries sharing Austro-Hungarian history.
The fine hairs found inside rose hips are used as itching powder.
Most species require chilling (stratification), with some such as Rosa canina only germinating after two winter chill periods have occurred.Rose hip seed oil
Rose hip soup"
Saccharomyces Boulardii,Saccharomyces Boulardii,"No adverse reactions were observed in these immunocompromised patients.A position paper published by ESPGHAN Working Group for Probiotics and Prebiotics based on a systematic reviews and randomized controlled trials  suggested that S boulardii (low quality of evidence, strong recommendation) may be considered in the management of children with acute gastroenteritis in addition to rehydration therapy.S. boulardii was characterized as a species separate from S.
boulardii has not been reported, to the best of the recent evidences in immunocompetent patients.
pylori eradication therapy including diarrhea and nausea.S. boulardii showed reduction of relapses in some specific patients with recurrent Clostridium difficile infection and may be effective for secondary prevention of C.
boulardii in treatment of blastocystosis.Evidence exists for its use in the preventive treatment of antibiotic-associated diarrhea (AAD) in adults.
Further evidence indicates its use to prevent AAD in children.
boulardii is effective in reducing the risk of AAD in children and adults."
Senna,Senna,"An exhibition also took place that showcased Senna's victories around Monaco, along with his helmets that were borrowed from Senna's family and a selection of McLaren cars raced by Senna that were brought over from Motegi.On 21 March 2010, on the day that would have marked Senna's 50th birthday, the football team Corinthians, which Senna supported, played a tape in memory of Senna which was also part of the theme played at the São Paulo Motor Show.On 25 July 2010, the BBC motoring show, Top Gear paid an emotional tribute to Senna with British Formula One World Champion, Lewis Hamilton driving Senna's original MP4/4, with which he won the 1988 title.
Until then I had a good relationship with Derek."" Senna started the season well, coming second in Brazil behind the Williams-Honda of Nelson Piquet, and winning the Spanish Grand Prix by just 0.014s from Piquet's teammate Nigel Mansell in one of the closest finishes in Formula One history to find himself leading the World Championship after two races."
Shark Cartilage,Shark Cartilage,"Numerous cancers in sharks, including tumors in shark cartilage, were documented by Gary Ostrander and his colleagues from the University of Hawaii in research published in 2004.The ongoing consumption of shark cartilage supplements has been linked to a significant decline in shark populations and the popularity of these supplements has been described as a triumph of pseudoscience and marketing over scientific evaluation.Information on shark cartilage, from WebMD.comIn the summer of 2004, Lane Labs, the manufacturers of BeneFin, was ordered to cease the promotion of BeneFin as a treatment or cure for cancer, as they had not conducted any research as to their claims for the product, much less reported any potential side effects.
Thus, the FDA ordered Lane Labs to ""pay restitution to all of its customers from September of 1999 to the present.""Manufacturers of shark cartilage supplements provide anecdotal testimonials from those who claim to have experienced relief from arthritis symptoms and pain, as a result of taking shark cartilage supplements.Opponents cite existing studies of shark cartilage on a variety of cancers that produced negligible to non-existent results in the prevention or treatment of cancer."
Siberian Ginseng,Siberian Ginseng,"Eleutherococcus senticosus is a species of small, woody shrub in the family Araliaceae native to Northeastern Asia.
senticosus are sold as a dietary supplement or cosmetic, usually under the name Siberian ginseng.Eleutherococcus senticosus Photos (PlantSystematics.org)Extracts from the root of Eleutherococcus senticosus have a reputation in traditional medicine for providing health effects, but such claims are not supported by medical evidence.
The derived extract from the roots has been characterized for its major constituents, including lignans, sesamin (eleutheroside B4), syringaresinol, phenylpropanes, coumarins, beta-sitosterol and daucosterol.Berries from E.
Eleutherococcus senticosus is sometimes found in oak groves at the foot of cliffs, rarely in high forest riparian woodland.
E. senticosus is broadly tolerant of soils, growing in sandy, loamy, and heavy clay soils with acid, neutral, or alkaline chemistry and including soils of low nutritional value.
E. senticosus is a deciduous shrub growing to 2 metres (6.6 ft) at a slow rate."
Slippery Elm,Slippery Elm,"Ulmus rubra, the slippery elm, is a species of elm native to eastern North America, ranging from southeast North Dakota, east to Maine and southern Quebec, south to northernmost Florida, and west to eastern Texas, where it thrives in moist uplands, although it will also grow in dry, intermediate soils.
The tree was first named as part of Ulmus americana in 1753, but identified as a separate species, Ulmus rubra, in 1793 by Pennsylvania botanist Gotthilf Muhlenberg.
Specimens supplied by the Späth nursery to the Royal Botanic Garden Edinburgh in 1902 as U.
fulva may survive in Edinburgh as it was the practice of the Garden to distribute trees about the city (viz.
fulva, RBGE specimen from Späth nursery 1902A tree in Westmount, Quebec, Canada, measured 4.27 m in girth in 2011.
Its heartwood is reddish-brown, giving the tree its alternative common name 'red elm'."
Spearmint,Spearmint,"Spearmint, also known as garden mint, common mint, lamb mint and mackerel mint, is a species of mint, Mentha spicata, native to Europe and southern temperate Asia, extending from Ireland in the west to southern China in the east.
The name 'spear' mint derives from the pointed leaf tips.Mentha spicata varies considerably in leaf blade dimensions, the prominence of leaf veins, and pubescence.Fungal diseases are common diseases in spearmint.
The other nematode species are Pratylenchus which cause root lesions.The main chemical component of spearmint is the terpenoid carvone, which has been shown to aid in the inhibition of tumors.
Antispasmodic effects have been displayed in spearmint oil and carvone, the main chemical component of spearmint.Studies on spearmint have shown varying results on the antioxidant effects of the plant and its extracts.
Antioxidant activity has been shown to be significantly higher in spearmint that is dried at lower temperatures rather than high."
Stevia,Stevia,"In the United States, high-purity stevia glycoside extracts have been generally recognized as safe (GRAS) since 2008, and are allowed in food products, but stevia leaf and crude extracts do not have GRAS or Food and Drug Administration (FDA) approval for use in food.
In 2006, research data compiled in the safety evaluation released by the World Health Organization found no adverse effects.In December 2008, the FDA gave a ""no objection"" approval for GRAS status to Truvia (developed by Cargill and the Coca-Cola Company) and PureVia (developed by PepsiCo and the Whole Earth Sweetener Company, a subsidiary of Merisant), both of which use rebaudioside A derived from the stevia plant.
In May 2008, Coca-Cola and Cargill announced the availability of Truvia, a consumer brand stevia sweetener containing erythritol and Rebiana, which the FDA permitted as a food additive in December 2008."
Thiamine,Thiamine,"Supplements and medications are available to treat and prevent thiamine deficiency and disorders that result from it, including beriberi and Wernicke encephalopathy.
Thiamine is required for metabolism including that of glucose, amino acids, and lipids.Thiamine was discovered in 1897, was the first vitamin to be isolated in 1926, and was first made in 1936.
Varying degrees of thiamine deficiency have been associated with the long-term use of high doses of diuretics, particularly furosemide in the treatment of heart failure.Complex thiamine biosynthesis occurs in bacteria, some protozoans, plants, and fungi.
At present, this view seems to be oversimplified: pyruvate dehydrogenase is only one of several enzymes requiring thiamine diphosphate as a cofactor; moreover, other thiamine phosphate derivatives have been discovered since then, and they may also contribute to the symptoms observed during thiamine deficiency."
Vitamin B6,Vitamin B6,"Its active form, pyridoxal 5′-phosphate, serves as a coenzyme in some 100 enzyme reactions in amino acid, glucose, and lipid metabolism.Vitamin B6 is widely distributed in foods in both its free and bound forms.
The trapped pyridoxine and pyridoxamine are oxidized to pyridoxal phosphate in the tissue.The products of vitamin B6 metabolism are excreted in the urine, the major product of which is 4-pyridoxic acid.
Other products of vitamin B6 metabolism excreted in the urine when high doses of the vitamin have been given include pyridoxal, pyridoxamine, and pyridoxine and their phosphates.
It was not possible to set a UL for infants, so intake is recommended in the form of food, milk or formula."" The ULs were set using results of studies involving long-term oral administration of pyridoxine at doses of less than 1 g/day.
Pyridoxine 5′-phosphate oxidase is dependent on flavin mononucleotide (FMN) as a cofactor produced from riboflavin (vitamin B2).PLP has been implicated in increasing or decreasing the expression of certain genes."
Vitamin K,Vitamin K,"There is evidence that the conversion proceeds by removal of the phytyl tail of K1 to produce menadione as an intermediate, which is then condensed with an activated geranylgeranyl moiety (see also prenylation) to produce vitamin K2 in the MK-4 (menatetrenone) form.Although allergic reaction from supplementation is possible, no known toxicity is associated with high doses of the phylloquinone (vitamin K1) or menaquinone (vitamin K2) forms of vitamin K, so no tolerable upper intake level (UL) has been set.
Specifically vitamin K1 has been associated with severe adverse reactions such as bronchospasm and cardiac arrest when given intravenously as opposed to orally.Blood clotting (coagulation) studies in humans using 45 mg per day of vitamin K2 (as MK-4) and even up to 135 mg per day (45 mg three times daily) of K2 (as MK-4), showed no increase in blood clot risk."
Whey Protein,Whey Protein,"Concentrates (WPC) have typically a low (but still significant) level of fat and cholesterol but, in general, compared to the other forms of whey protein, they are higher in carbohydrates in the form of lactose — they are 29%–89% protein by weight.
Native whey protein is extracted from skim milk, not a byproduct of cheese production, and produced as a concentrate and isolate.There is evidence that whey protein is better absorbed than casein or soy protein.Whey protein is commonly marketed as a dietary supplement, typically sold in powdered form for mixing into beverages.
The EFSA concluded that the provided literature did not adequately support the proposed claims.Although whey proteins are responsible for some milk allergies, the major allergens in milk are the caseins.Whey protein resources, National Dairy Council
The whey protein accounts for about 40–45% of the solids content of ricotta.The protein in cow's milk is 20% whey and 80% casein."
Wild Yam,Wild Yam,"Wild yam may refer to:

Dioscorea dregeana in Africa
Dioscorea villosa in North America"
Willow Bark,Willow Bark,"Willows, also called sallows and osiers, form the genus Salix, around 400 species of deciduous trees and shrubs, found primarily on moist soils in cold and temperate regions of the Northern Hemisphere.
Some willows (particularly arctic and alpine species) are low-growing or creeping shrubs; for example, the dwarf willow (Salix herbacea) rarely exceeds 6 cm (2.4 in) in height, though it spreads widely across the ground.Almost all willows take root very readily from cuttings or where broken branches lie on the ground.
Willow water, using the biological rooting hormones indolebutyric acid and salicylic acid from willow branches to stimulate root growth in new cuttingsWillow species are hosts to more than a hundred aphid species, belonging to Chaitophorus and other genera, forming large colonies to feed on plant juices, on the underside of leaves in particular."
Yerba Mate,Yerba Mate,"Yerba mate can be found in various energy drinks on the market, as well as being sold as a bottled or canned iced tea.The yerba mate plant is grown and processed in South America, specifically in northern Argentina (Corrientes, Misiones), Paraguay, Uruguay and southern Brazil (Rio Grande do Sul, Santa Catarina, Paraná and Mato Grosso do Sul).
Sugar may or may not be added; it may also be prepared with cold water (tereré).Drinking mate with friends from a hollow gourd (also called a guampa, porongo or mate in Spanish, cabaça or cuia in Portuguese, or zucca in Italian) through a metal straw (a bombilla in Spanish, bomba in Portuguese), refilling and passing to the next person after finishing the few mouthfuls of beverage, is a common social practice in Paraguay, Uruguay, Argentina and southern Brazil among people of all ages."
Zinc,Zinc,"Zinc becomes depleted in the body during diarrhea, but recent studies suggest that replenishing zinc with a 10- to 14-day course of treatment can reduce the duration and severity of diarrheal episodes and may also prevent future episodes for as long as three months.A Cochrane review stated that people taking zinc supplement may be less likely to progress to age-related macular degeneration.Zinc supplement is an effective treatment for acrodermatitis enteropathica, a genetic disorder affecting zinc absorption that was previously fatal to affected infants.Gastroenteritis is strongly attenuated by ingestion of zinc, possibly by direct antimicrobial action of the ions in the gastrointestinal tract, or by the absorption of the zinc and re-release from immune cells (all granulocytes secrete zinc), or both.In 2011, researchers reported that adding large amounts of zinc to a urine sample masked detection of drugs."
