,name_used,summary
indian trumpetflower seed,indian trumpetflower seed,"Tetuin is a flavone, a type of flavonoid. It is the 6-O-glucoside of baicalein. It can be isolated from the seeds of Oroxylum indicum, the Indian trumpetflower, known as टेटु tetu in Marathi.

"
inula flower,inula flower,"Inula is a large genus of about 90 species of flowering plants in the family Asteraceae, native to Europe, Asia and Africa.
They may be annuals, herbaceous perennials or subshrubs that vary greatly in size, from small species a few centimeters tall to enormous perennials over 3 m (10 ft) tall. They carry yellow daisy-like composite flowerheads often with narrow ray-florets.
Some common characteristics include pappus with bristles, flat capitulum, and lack of chaff.
Several species are popular flowers for the garden, with cultivation going back to antiquity.  The name Inula was already used by the Romans and derived from Helen of Troy fame. The smaller species are used in rock gardens and the more common larger ones, which tend to have very coarse foliage, in borders."
iodine,iodine,"Iodine is a chemical element with the symbol I and atomic number 53.
The heaviest of the stable halogens, it exists as a lustrous, purple-black non-metallic solid at standard conditions that melts to form a deep violet liquid at 114 degrees Celsius, and boils to a violet gas at 184 degrees Celsius.
It is the least abundant of the stable halogens, being the sixty-first most abundant element.
Iodine is essential in the synthesis of thyroid hormones.
The dominant producers of iodine today are Chile and Japan.
Iodine and its compounds are primarily used in nutrition.
Due to its high atomic number and ease of attachment to organic compounds, it has also found favour as a non-toxic radiocontrast material.
Because of the specificity of its uptake by the human body, radioactive isotopes of iodine can also be used to treat thyroid cancer.
Iodine is also used as a catalyst in the industrial production of acetic acid and some polymers."
japanese ardisia herb,japanese ardisia herb,"Ardisia japonica, known as marlberry, is a species of Ardisia native to eastern Asia, in eastern China, Japan and Korea."
japanese raisin tree seed,japanese raisin tree seed,"Hovenia dulcis, the Japanese raisin tree or oriental raisin tree, is a hardy tree found from Asia, over Eastern China (萬壽果) and Korea (헛개나무) to the Himalayas (up to altitudes of 2,000 m), growing preferably in a sunny position on moist sandy or loamy soils. The tree known for its health benefits when consumed in tea, introduced as an ornamental tree to several countries, also bears edible fruit. It is considered to be one of the most pervasive invader in Brazilian subtropical forests."
japanese thistle,japanese thistle,"Cirsium is a genus of perennial and biennial flowering plants in the Asteraceae, one of several genera known commonly as thistles.
Cirsium thistles are used as food plants by the larvae of some Lepidoptera species - see list of Lepidoptera that feed on Cirsium.
Some species in particular are cultivated in gardens and wildflower plantings for their aesthetic value and/or to support pollinators such as butterflies.
Cirsium vulgare, for instance, ranked in the top 10 for nectar production in a UK plants survey conducted by the AgriLand project which is supported by the UK Insect Pollinators Initiative.
A great many native North American plants have weed in their common names, despite their beneficial qualities, such as Asclepias tuberosa, commonly known as butterflyweed.
Although such organizations focus on the benefits of native thistles, non-native thistles, such as Cirsium vulgare in North America, may provide similar benefits to wildlife."
jasmine flower,jasmine flower,"Jasmine (taxonomic name Jasminum  YASS-min-əm) is a genus of shrubs and vines in the olive family (Oleaceae). It contains around 200 species native to tropical and warm temperate regions of Eurasia and Oceania. Jasmines are widely cultivated for the characteristic fragrance of their flowers. A number of unrelated plants contain the word ""Jasmine"" in their common names (see Other plants called ""Jasmine"")."
java brucea fruit,java brucea fruit,"Brucea javanica (also known as Macassar kernels) is a shrub in the family Simaroubaceae. The specific epithet javanica is from the Latin, meaning ""of Java"". Other common names in English include Java brucea and kosam."
jujube date,jujube date,"Ziziphus jujuba (from Greek ζίζυφον, zízyphon), commonly called jujube (; sometimes jujuba), red date, Chinese date, is a species of Ziziphus in the buckthorn family (Rhamnaceae)."
jujube seed,jujube seed,"Ziziphus jujuba (from Greek ζίζυφον, zízyphon), commonly called jujube (; sometimes jujuba), red date, Chinese date, is a species of Ziziphus in the buckthorn family (Rhamnaceae)."
king solomon's seal root,king solomon's seal root,"Polygonatum , also known as King Solomon's-seal or Solomon's seal, is a genus of flowering plants. In the APG III classification system, it is placed in the family Asparagaceae, subfamily Nolinoideae (formerly the family Ruscaceae). It has also been classified in the former family Convallariaceae and, like many lilioid monocots, was formerly classified in the lily family, Liliaceae.  The genus is distributed throughout the temperate Northern Hemisphere. Most of the approximately 63 species occur in Asia, with 20 endemic to China."
korean mint,korean mint,"Agastache rugosa, the Korean mint, also known as wrinkled giant hyssop, purple giant hyssop, Indian mint, blue licorice, huo xiang (藿香), and Chinese patchouli, is an aromatic herb in the mint family, native to East Asia (China, Japan, Korea, Russian Primorye, Taiwan, India, and Vietnam)."
kuding tea,kuding tea,"Kuding or kuzding (Chinese: 苦丁茶; pinyin: kǔdīng chá; literally: 'bitter nail tea'; pronounced [kʰù.tíŋ ʈʂʰǎ]) is a particularly bitter-tasting Chinese infusion, which due to their similarities in appearance is derived from several plant species. The two most common plants used to make kuding are the wax tree species Ligustrum robustum and the holly species Ilex kaushue (synonym: Ilex kudingcha), the former being more commonly grown in Sichuan and Japan while the latter is most commonly grown and used in the rest of China. This type of tea may be caffeinated if from the genus Ilex, but is caffeine-free if from the genus Ligustrum."
kudzu root,kudzu root,"Kudzu (; also called Japanese arrowroot) is a group of plants in the genus Pueraria, in the pea family Fabaceae, subfamily Faboideae. They are climbing, coiling, and trailing perennial vines native to much of eastern Asia, Southeast Asia, and some Pacific islands. The name is derived from the Japanese name for the plant East Asian arrowroot (Pueraria montana var. lobata), クズ or 葛 (kuzu). Where these plants are naturalized, they can be invasive and are considered noxious weeds. The plant climbs over trees or shrubs and grows so rapidly that it kills them by heavy shading. The plant is edible, but often sprayed with herbicides."
kusnezoff monkshood leaf,History of general anesthesia,"Although there has been a great deal of debate as to who deserves the most credit for the discovery of general anesthesia, it is generally agreed that certain scientific discoveries in the late 18th and early 19th centuries were critical to the eventual introduction and development of modern anesthetic techniques.
Two major advances occurred in the late 19th century, which together allowed the transition to modern surgery.
Concurrent with these developments were the significant advances in pharmacology and physiology which led to the development of general anesthesia and the control of pain.
In the 20th century, the safety and efficacy of general anesthesia was improved by the routine use of tracheal intubation and other advanced airway management techniques.
The increased application of economic and business administration principles to health care in the late 20th and early 21st centuries led to the introduction of management practices such as transfer pricing to improve the efficiency of anesthetists."
kusnezoff monkshood root,Aconitum,"Aconitum (), also known as aconite, monkshood, wolf's-bane, leopard's bane, mousebane, women's bane, devil's helmet, queen of poisons, or blue rocket, is a genus of over 250 species of flowering plants belonging to the family Ranunculaceae. These herbaceous perennial plants are chiefly native to the mountainous parts of the Northern Hemisphere, growing in the moisture-retentive but well-draining soils of mountain meadows. Most species are extremely poisonous and must be dealt with very carefully. Several Acontium hybrids, such as the Arendsii form of Aconitum carmichaelii, have won gardening awards — such as the Royal Horticultural Society’s Award of Garden Merit. Some are used by florists."
l-arginine,l-arginine,"Arginine, also known as l-arginine (symbol Arg or R), is an α-amino acid that is used in the biosynthesis of proteins.
It contains an α-amino group, an α-carboxylic acid group, and a side chain consisting of a 3-carbon aliphatic straight chain ending in a guanidino group.
At physiological pH, the carboxylic acid is deprotonated (−COO−), the amino group is protonated (−NH3+), and the guanidino group is also protonated to give the guanidinium form (-C-(NH2)2+), making arginine a charged, aliphatic amino acid.
It is the precursor for the biosynthesis of nitric oxide.
Arginine is classified as a semiessential or conditionally essential amino acid, depending on the developmental stage and health status of the individual.
Preterm infants are unable to synthesize or create arginine internally, making the amino acid nutritionally essential for them.
Most healthy people do not need to supplement with arginine because it is a component of all protein-containing foods and can be synthesized in the body from glutamine via citrulline."
l-tryptophan,l-tryptophan,"Tryptophan (symbol Trp or W) is an α-amino acid that is used in the biosynthesis of proteins. Tryptophan contains an α-amino group,  an α-carboxylic acid group,  and a side chain indole, making it a non-polar aromatic amino acid. It is essential in humans, meaning the body cannot synthesize it; it must be obtained from the diet. Tryptophan is also a precursor to the neurotransmitter serotonin, the hormone melatonin and vitamin B3. It is encoded by the codon UGG.
Like other amino acids, tryptophan is a zwitterion at physiological pH where the amino group is protonated (–NH3+; pKa = 9.39) and the carboxylic acid is deprotonated ( –COO−; pKa = 2.38)."
lactobacillus,lactobacillus,"Lactobacillus is a  genus of Gram-positive, facultative anaerobic or microaerophilic, rod-shaped, non-spore-forming bacteria.
They are a major part of the lactic acid bacteria group (i.e., they convert sugars to lactic acid).
In humans, they constitute a significant component of the microbiota at a number of body sites, such as the digestive system, urinary system, and genital system.
In women of European ancestry, Lactobacillus species are normally a major part of the vaginal microbiota.
Lactobacillus forms biofilms in the vaginal and gut microbiota, allowing them to persist during harsh environmental conditions and maintain ample populations.
Lactobacillus exhibits a mutualistic relationship with the human body, as it protects the host against potential invasions by pathogens, and in turn, the host provides a source of nutrients.
Lactobacillus is the most common probiotic found in food such as yogurt, and it is diverse in its application to maintain human well-being, as it can help treat diarrhea, vaginal infections, and skin disorders such as eczema."
leaf of leatherleaf mahonia,Mahonia bealei,"Mahonia bealei (Beale's barberry) is a shrub native to mainland China (Anhui, Fujian, Guangdong, Guangxi, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Sichuan, Zhejiang).
The berries are egg-shaped, dark purple and up to 15 mm long.First collected in China (Anhui) by Robert Fortune, the plants were taken to Shanghai, where they were lodged in the garden of Mr Beale to await transportation to Europe.
Fortune named the species after Beale in an issue of the Gardeners' Chronicle and was sure it was a distinct species, separate from Mahonia japonica.
However, Chronicle editor John Lindley, was unconvinced and repeatedly referred to the new species as Berberis (Mahonia) japonica.
bealei with silver undersides to the leaves have been recognized as the cultivar 'Silver Back', though the original Fortune plants lack this silver colouration; 'Silver Back' may represent a different species."
leafy twigs of oriental arborvitae,oriental arborvitae,"Platycladus is a distinct genus of evergreen coniferous tree in the cypress family Cupressaceae, containing only one species, Platycladus orientalis, also known as Chinese thuja, Oriental arborvitae, Chinese arborvitae, biota or oriental thuja. It is native to northeastern parts of eastern Asia and north Asia, but is also now naturalised as an introduced species elsewhere in Asia."
lemongrass,lemongrass,"Cymbopogon, variously known as lemongrass, barbed wire grass, silky heads, Cochin grass or Malabar grass or oily heads, is a genus of Asian, African, Australian, and tropical island plants in the grass family.
Some species (particularly Cymbopogon citratus) are commonly cultivated as culinary and medicinal herbs because of their scent, resembling that of lemons (Citrus limon). Other common names include barbed wire grass, silky heads, citronella grass, and fever grass, amongst many others.
The name cymbopogon derives from the Greek words kymbe (κύμβη, 'boat') and pogon (πώγων, 'beard') ""which mean [that] in most species, the hairy spikelets project from boat-shaped spathes."""
"lepidium seed, descurainia seed","lepidium seed, descurainia seed","There are at least 171 members of the caper, mignonette and mustard order, Capparales, found in Montana.  Some of these species are exotics (not native to Montana) and some species have been designated as Species of Concern.

"
lesser galangal rhizome,lesser galangal rhizome,Galangal () is a common name for several tropical rhizomatous spices.
lily bulb,lily bulb,"Lilium (members of which are true lilies) is a genus of herbaceous flowering plants growing from bulbs, all with large prominent flowers. Lilies are a group of flowering plants which are important in culture and literature in much of the world. Most species are native to the temperate northern hemisphere, though their range extends into the northern subtropics. Many other plants have ""lily"" in their common name but are not related to true lilies."
lindera root,Lindera benzoin,"Lindera benzoin (commonly called spicebush, common spicebush, northern spicebush, wild allspice, or Benjamin bush) is a shrub in the laurel family, native to eastern North America, ranging from Maine and New York to Ontario in the north, and to Kansas, Texas, and northern Florida in the center and south. Within its native range it is a relatively common plant where it grows in the understory in moist, rich woods, especially those with exposed limestone."
lingzhi mushroom,lingzhi mushroom,"The lingzhi mushroom is a polypore mushroom belonging to the genus Ganoderma. Its red-varnished, kidney-shaped cap gives it a distinct appearance. When fresh, the lingzhi is soft, cork-like, and flat. It lacks gills on its underside, and instead releases its spores via fine pores. Depending on the age of the mushroom, the pores on its underside may be white or brown.Lingzhi mushroom is used in traditional Chinese medicine. In nature, it grows at the base and stumps of deciduous trees, especially that of the maple. Only two or three out of 10,000 such aged trees will have lingzhi growth, and therefore its wild form is extremely rare. Today, lingzhi is effectively cultivated on hardwood logs or sawdust/woodchips."
lipase,lipase,"A lipase (, ) is any enzyme that catalyzes the hydrolysis of fats (lipids).
Lipases perform essential roles in digestion, transport and processing of dietary lipids (e.g. triglycerides, fats, oils) in most, if not all, living organisms.
Genes encoding lipases are even present in certain viruses.Most lipases act at a specific position on the glycerol backbone of a lipid substrate (A1, A2 or A3)(small intestine).
For example, human pancreatic lipase (HPL), which is the main enzyme that breaks down dietary fats in the human digestive system, converts triglyceride substrates found in ingested oils to monoglycerides and two fatty acids.
Several other types of lipase activities exist in nature, such as phospholipases  and sphingomyelinases; however, these are usually treated separately from ""conventional"" lipases.
Some lipases are expressed and secreted by pathogenic organisms during an infection.
In particular, Candida albicans has many different lipases, possibly reflecting broad-lipolytic activity, which may contribute to the persistence and virulence of C."
liquorice,liquorice,"Liquorice (British English) or licorice (American English) ( LIK-ər-is(h)) is the root of Glycyrrhiza glabra from which a sweet flavour can be extracted. The liquorice plant is a herbaceous perennial legume native to the Middle East, southern Europe, and parts of Asia, such as India. It is not botanically related to anise, star anise, or fennel, which are sources of similar flavouring compounds. Liquorice flavours are used as candies or sweeteners, particularly in some European and Middle Eastern countries.
Liquorice extracts have been used in herbalism and traditional medicine. Excessive consumption of liquorice (more than 2 mg/kg/day of pure glycyrrhizinic acid, a liquorice component) may result in adverse effects, such as hypokalemia, increased blood pressure, and muscle weakness."
litseae fructus,Diplodia,Diplodia is a genus of anamorphic fungi in the family Botryosphaeriaceae.
long pepper,long pepper,"Long pepper (Piper longum),  sometimes called Indian long pepper or pipli, is a flowering vine in the family Piperaceae, cultivated for its fruit, which is usually dried and used as a spice and seasoning. Long pepper has a taste similar to, but hotter than, that of its close relative Piper nigrum – from which black, green and white pepper are obtained.
The fruit of the pepper consists of many minuscule fruits – each about the size of a poppy seed – embedded in the surface of a flower spike that closely resembles a hazel tree catkin. Like Piper nigrum, the fruits contain the alkaloid piperine, which contributes to their pungency. Another species of long pepper, Piper retrofractum, is native to Java, Indonesia. The fruits of this plant are often confused with chili peppers, which belong to the genus Capsicum, originally from the Americas."
long-stamen onion bulb,Allium hoffmanii,"Allium hoffmanii is a species of wild onion known by the common name beegum onion. It is native to northern California, where it grows in the serpentine soils of the local mountain ranges in Siskiyou, Humboldt, Trinity, Shasta, and Tehama Counties.This onion grows a short stem up to about 10 centimeters tall from a brown or reddish bulb one or two centimeters long. There is generally a single leaf which may be longer than the stem. The inflorescence is packed with up to 40 flowers, each about a centimeter long and pink or purple in color with greenish veining. The protruding stamens are bumpy at their bases and have purple anthers at the tips."
longan,longan,"It is one of the better-known tropical members of the soapberry family (Sapindaceae), to which the lychee, rambutan, guarana, korlan, pitomba, genip and ackee also belong.
The fruit of the longan are similar to that of the lychee, but less aromatic in taste.
It is native to Southern Asia.The longan (from Cantonese lùhng-ngáahn 龍眼, literally 'dragon eye'), is so named because it resembles an eyeball when its fruit is shelled (the black seed shows through the translucent flesh like a pupil/iris).
The seed is small, round and hard, and of an enamel-like, lacquered black.
The fully ripened, freshly harvested fruit has a bark-like shell, thin, and firm, making the fruit easy to peel by squeezing the pulp out as if one were  ""cracking"" a sunflower seed.
The tenderness of the shell varies due to either premature harvest, variety, weather conditions, or transport/storage conditions."
loquat leave,Loquat (band),"Loquat is an electronic/pop band based in San Francisco, California. The group is currently composed of Kylee Swenson Gordon (vocals/guitar), Christopher Cooper (keyboards), Anthony Gordon (bass guitar), Chip Cosby (guitar/vocals), and Jon Langmead (drums)."
lotus leaf,Lotus (plant),"Lotus identifies various plant taxa:

Nelumbo,  a genus of aquatic plants with showy flowers
Nelumbo nucifera, the Sacred or Indian lotus
Nelumbo lutea, the American or Yellow lotus
Certain species of Nymphaea (water lilies or Egyptian lotuses):
Nymphaea caerulea, also known as blue lotus
Nymphaea lotus, white lotus or sacred lotus
Nymphaea nouchali, also known as blue or star lotus (sometimes thought to be the same species as nymphaea caerulea above)
Lotus (genus) (including bird's-foot trefoils and deervetches), a terrestrial genus with small flowers
Saussurea (snow lotus), a herbaceous species from the Himalayan vicinity
Ziziphus lotus, a shrub species with edible fruit
Diospyros lotus (date-plum, Caucasian persimmon) a tree with edible fruit

"
lotus receptacle,lotus receptacle,"Nelumbo nucifera, also known as Indian lotus, sacred lotus, bean of India, Egyptian bean or simply lotus, is one of two extant species of aquatic plant in the family Nelumbonaceae.
It is often colloquially called a water lily.
Under favorable circumstances the seeds of this aquatic perennial may remain viable for many years, with the oldest recorded lotus germination being from that of seeds 1,300 years old recovered from a dry lakebed in northeastern China.It has a very wide native distribution, ranging from central and northern India (at altitudes up to 1,400 m or 4,600 ft in the southern Himalayas), through northern Indochina and East Asia (north to the Amur region; the Russian populations have sometimes been referred to as ""Nelumbo komarovii""), with isolated locations at the Caspian Sea. Today the species also occurs in southern India, Sri Lanka, virtually all of Southeast Asia, New Guinea and northern and eastern Australia, but this is probably the result of human translocations.
3,000 years) of being cultivated for its edible seeds, and it is commonly cultivated in water gardens.
It is the national flower of India and Vietnam."
lotus root,lotus root,"Nelumbo nucifera, also known as Indian lotus, sacred lotus, bean of India, Egyptian bean or simply lotus, is one of two extant species of aquatic plant in the family Nelumbonaceae.
It is often colloquially called a water lily.
Under favorable circumstances the seeds of this aquatic perennial may remain viable for many years, with the oldest recorded lotus germination being from that of seeds 1,300 years old recovered from a dry lakebed in northeastern China.It has a very wide native distribution, ranging from central and northern India (at altitudes up to 1,400 m or 4,600 ft in the southern Himalayas), through northern Indochina and East Asia (north to the Amur region; the Russian populations have sometimes been referred to as ""Nelumbo komarovii""), with isolated locations at the Caspian Sea. Today the species also occurs in southern India, Sri Lanka, virtually all of Southeast Asia, New Guinea and northern and eastern Australia, but this is probably the result of human translocations.
3,000 years) of being cultivated for its edible seeds, and it is commonly cultivated in water gardens.
It is the national flower of India and Vietnam."
lotus seed,lotus seed,"A lotus seed or lotus nut is the seed of a plant in the genus Nelumbo, particularly the species Nelumbo nucifera. The seeds are used in Asian cuisine and traditional medicine. Mostly sold in dried, shelled form, the seeds contain  rich contents of protein, B vitamins, and dietary minerals."
lotus stamen,Nelumbo nucifera,"Nelumbo nucifera, also known as Indian lotus, sacred lotus, bean of India, Egyptian bean or simply lotus, is one of two extant species of aquatic plant in the family Nelumbonaceae.
It is often colloquially called a water lily.
Under favorable circumstances the seeds of this aquatic perennial may remain viable for many years, with the oldest recorded lotus germination being from that of seeds 1,300 years old recovered from a dry lakebed in northeastern China.It has a very wide native distribution, ranging from central and northern India (at altitudes up to 1,400 m or 4,600 ft in the southern Himalayas), through northern Indochina and East Asia (north to the Amur region; the Russian populations have sometimes been referred to as ""Nelumbo komarovii""), with isolated locations at the Caspian Sea. Today the species also occurs in southern India, Sri Lanka, virtually all of Southeast Asia, New Guinea and northern and eastern Australia, but this is probably the result of human translocations.
3,000 years) of being cultivated for its edible seeds, and it is commonly cultivated in water gardens.
It is the national flower of India and Vietnam."
lutein,lutein,"Lutein (; from Latin luteus meaning ""yellow"") is a xanthophyll and one of 600 known naturally occurring carotenoids.
Lutein is synthesized only by plants, and like other xanthophylls is found in high quantities in green leafy vegetables such as spinach, kale and yellow carrots.
Animals obtain lutein by ingesting plants.
In the human retina, lutein is absorbed from blood specifically into the macula lutea, although its precise role in the body is unknown.
Lutein is also found in egg yolks and animal fats.
Lutein is isomeric with zeaxanthin, differing only in the placement of one double bond.
The presence of the long chromophore of conjugated double bonds (polyene chain) provides the distinctive light-absorbing properties.
Lutein is present in plants as fatty-acid esters, with one or two fatty acids bound to the two hydroxyl-groups."
lychee seed,lychee seed,"Lychee (US:  LEE-chee; UK:  LIE-chee; Litchi chinensis; Chinese: 荔枝; pinyin: lìzhī) is the sole member of the genus Litchi in the soapberry family, Sapindaceae.
It is a tropical tree native to the Guangdong and Fujian provinces of southeastern China, where cultivation is documented from the 11th century. China is the main producer of lychees, followed by India, other countries in Southeast Asia, the Indian Subcontinent  and South Africa. A tall evergreen tree, the lychee bears small fleshy fruits. The outside of the fruit is pink-red, roughly textured and inedible, covering sweet flesh eaten in many different dessert dishes.
Lychee seeds contain methylene cyclopropyl glycine which can cause hypoglycemia associated with outbreaks of encephalopathy in undernourished Indian and Vietnamese children who had consumed lychee fruit."
lycopene,lycopene,"Lycopene (from the neo-Latin Lycopersicum, the tomato species) is a bright red carotenoid hydrocarbon found in tomatoes and other red fruits and vegetables, such as red carrots, watermelons, gac melons, and papayas, but it is not present in strawberries or cherries.
Although lycopene is chemically a carotene, it has no vitamin A activity.
Foods that are not red may also contain lycopene, such as asparagus and parsley.In plants, algae, and other photosynthetic organisms, lycopene is an intermediate in the biosynthesis of many carotenoids, including beta-carotene, which is responsible for yellow, orange, or red pigmentation, photosynthesis, and photoprotection.
Like all carotenoids, lycopene is a tetraterpene.
Eleven conjugated double bonds give lycopene its deep red color.
Owing to the strong color, lycopene is useful as a food coloring (registered as E160d) and is approved for use in the USA, Australia and New Zealand (registered as 160d) and the European Union."
maca,maca,"Lepidium meyenii, known as maca or Peruvian ginseng, is an edible herbaceous biennial plant of the family Brassicaceae that is native to South America in the high Andes mountains of Peru. It was found exclusively at the Meseta de Bombón plateau close to Lake Junin in the late 1980s. It is grown for its fleshy hypocotyl that is fused with a taproot, which is typically dried, but may also be freshly cooked as a root vegetable. If it is dried, it may be further processed into a flour for baking or as a dietary supplement. It also has uses in traditional medicine. As a cash crop, it is primarily exported as a powder that may be raw, or processed further by the supplement industry: gelatinized or made into an extract.
Its Spanish and Quechua names include maca-maca, maino, ayak chichira, and ayak willku."
malt,malt,"Malt is germinated cereal grain that has been dried in a process known as ""malting"".
The grain is made to germinate by soaking in water and is then halted from germinating further by drying with hot air.Malting grain develops the enzymes (α-amylase, β-amylase) required for modifying the grains' starches into various types of sugar, including monosaccharide glucose, disaccharide maltose, trisaccharide maltotriose, and higher sugars called maltodextrines.
It also develops other enzymes, such as proteases, that break down the proteins in the grain into forms that can be used by yeast.
The point at which the malting process is stopped affects the starch to enzyme ratio and partly converted starch becomes fermentable sugars.
Malted grain that has been ground into a coarse meal is known as ""sweet meal"".Various cereals are malted, though barley is the most common.
A high-protein form of malted barley is often a label-listed ingredient in blended flours typically used in the manufacture of yeast breads and other baked goods."
malva nut,malva nut,"Scaphium affine is a tree species in the family Malvaceae, subfamily Sterculioideae (previously placed in the Sterculiaceae and synonyms include Sterculia lychnophora Hance). It is native to mainland Southeast Asia and no subspecies are listed in the Catalogue of Life.It may be known as the malva nut tree, or sometimes the ""Taiwan sweet gum tree"" and has culinary and traditional medicinal uses, although these may also apply to the similar Scaphium macropodum (Vietnamese: ươi)."
manganese,manganese,"Manganese is a transition metal with a multifaceted array of industrial alloy uses, particularly in stainless steels.
Historically, manganese is named for pyrolusite and other black minerals from the region of Magnesia in Greece, which also gave its name to magnesium and the iron ore magnetite.
Scheele and others were aware that pyrolusite (now known to be manganese dioxide) contained a new element, but they were unable to isolate it.
Johan Gottlieb Gahn was the first to isolate an impure sample of manganese metal in 1774, which he did by reducing the dioxide with carbon.
Ionized manganese is used industrially as pigments of various colors, which depend on the oxidation state of the ions.
Manganese dioxide is used as the cathode (electron acceptor) material in zinc-carbon and alkaline batteries.
Manganese enzymes are particularly essential in detoxification of superoxide free radicals in organisms that must deal with elemental oxygen."
mangosteen,mangosteen,"Mangosteen (Garcinia mangostana), also known as the purple mangosteen, is a tropical evergreen tree with edible fruit native to Island Southeast Asia.
Its exact origins are unknown due to its widespread cultivation since ancient times, but it is believed to have been somewhere between the Sunda Islands and the Moluccas.
It grows mainly in Southeast Asia, southwest India and other tropical areas such as Colombia, Puerto Rico and Florida, where the tree has been introduced.
The tree grows from 6 to 25 m (19.7 to 82.0 ft) tall.
The fruit of the mangosteen is sweet and tangy, juicy, somewhat fibrous, with fluid-filled vesicles (like the flesh of citrus fruits), with an inedible, deep reddish-purple colored rind (exocarp) when ripe.
In each fruit, the fragrant edible flesh that surrounds each seed is botanically endocarp, i.e., the inner layer of the ovary.
Seeds are almond-shaped and -sized.
Mangosteen belongs to the same genus as the other, less widely known fruit, such as the button mangosteen (G."
maral root,maral root,"Rhaponticum carthamoides, also known as Maral root or Rhaponticum, is an herbaceous perennial plant from the family Asteraceae that inhabits the sub-alpine zone (4,500–6,000 ft (1,400–1,800 m) above sea level) as well as alpine meadows. It can be found growing wild in Southern Siberia, Kazakhstan, the Altay region, and Western Sayan Mountains. Maral root is widely cultivated throughout Russia and Eastern Europe.  This plant derives its traditional name Maral root (Maralu) from the maral deer who fed on it.
Animal studies indicate that maral root may have a beneficial effect on memory and learning in rats, increasing working capacity of tired skeletal muscles, as well as anabolic and adaptogenic processes in rats.R. carthamoides is high in 20-hydroxyecdysone, one of the most common molting hormones in insects, crabs, and some worms and 20E can disrupt their molting and reproduction.

"
maritime pine,maritime pine,"Pinus pinaster, the maritime pine or cluster pine, is a pine native to the Mediterranean region. It is a hard, fast growing pine containing small seeds with large wings."
marshmallow root,marshmallow root,"Althaea officinalis, or marsh-mallow, is a perennial species indigenous to Europe, Western Asia, and North Africa, which is used in herbalism and as an ornamental plant. A confection made from the root since ancient Egyptian times evolved into today's marshmallow treat, but most modern marshmallow treats no longer contain any marsh-mallow root."
methylsulfonylmethane,methylsulfonylmethane,"Methylsulfonylmethane (MSM) is an organosulfur compound with the formula (CH3)2SO2. It is also known by several other names including methyl sulfone and dimethyl sulfone (DMSO2). This colorless solid features the sulfonyl functional group and is considered  relatively inert chemically. It occurs naturally in some primitive plants, is present in small amounts in many foods and beverages, and is marketed as a dietary supplement. It is sometimes used as a cutting agent for illicitly manufactured methamphetamine. It is also commonly found in the atmosphere above marine areas, where it is used as a carbon source by the airborne bacteria Afipia."
milk thistle seed,milk thistle seed,"Silybum marianum has other common names including cardus marianus, milk thistle, blessed milkthistle, Marian thistle, Mary thistle, Saint Mary's thistle, Mediterranean milk thistle, variegated thistle and Scotch thistle (though not to be confused with Onopordum acanthium). This species is an annual or biennial plant of the family Asteraceae. This fairly typical thistle has red to purple flowers and shiny pale green leaves with white veins. Originally a native of Southern Europe through to Asia, it is now found throughout the world."
milkvetch root,milkvetch root,"Astragalus is a large genus of over 3,000 species of herbs and small shrubs, belonging to the legume family Fabaceae and the subfamily Faboideae. It is the largest genus of plants in terms of described species. The genus is native to temperate regions of the Northern Hemisphere. Common names include milkvetch (most species), locoweed (in North America, some species) and goat's-thorn (A. gummifer, A. tragacantha). Some pale-flowered vetches (Vicia spp.) are similar in appearance, but they are more vine-like than Astragalus."
mistletoe,mistletoe,"Their parasitic lifestyle has led to some dramatic changes in their metabolism.The name mistletoe originally referred to the species Viscum album (European mistletoe, of the family Santalaceae in the order Santalales); it is the only species native to the British Isles and much of Europe.
A separate species, Viscum cruciatum, occurs in Southwest Spain and Southern Portugal, as well as Morocco (North Africa) and southern Africa.Over the centuries, the term has been broadened to include many other species of parasitic plants with similar habits, found in other parts of the world, that are classified in different genera and even families—such as the Misodendraceae and the Loranthaceae.
In particular, the eastern mistletoe native to North America, Phoradendron leucarpum, belongs to a distinct genus of the family Santalaceae.
The genus Viscum is not native to North America, but Viscum album has been introduced to California.
The Eastern mistletoe of North America is similar, but has shorter, broader leaves and longer clusters of 10 or more berries."
monk fruit,monk fruit,"Siraitia grosvenorii (monk fruit or luo han guo) is a herbaceous perennial vine of the gourd family, Cucurbitaceae, native to southern China and northern Thailand. The plant is cultivated for its fruit, whose extract is nearly 300 times sweeter than sugar and has been used in China as a low-calorie sweetener for cooling drinks and in traditional Chinese medicine.
The plant's fruit is often called in English language publications luo han guo or lo han kuo (from the Chinese luóhàn guǒ, 罗汉果/羅漢果).The scientific species name honors Gilbert Hovey Grosvenor, who as president of the National Geographic Society, helped to fund an expedition in the 1930s to find the living plant in China where it was being cultivated."
morinda root,morinda root,"Morinda officinalis, also known as Indian mulberry is a plant in the genus Morinda."
motherwort fruit,motherwort fruit,"Leonurus cardiaca, known as motherwort, is an herbaceous perennial plant in the mint family, Lamiaceae. Other common names include throw-wort, lion's ear, and lion's tail. Lion's tail also being a common name for Leonotis leonurus, and lion's ear, a common name for Leonotis nepetifolia. Originally from Central Asia and southeastern Europe, it is now found worldwide, spread largely due to its use as a herbal remedy."
