,name_used,summary
Japanese thistle,Japanese thistle,"Cirsium is a genus of perennial and biennial flowering plants in the Asteraceae, one of several genera known commonly as thistles.
Cirsium thistles are used as food plants by the larvae of some Lepidoptera species - see list of Lepidoptera that feed on Cirsium.
Some species in particular are cultivated in gardens and wildflower plantings for their aesthetic value and/or to support pollinators such as butterflies.
Cirsium vulgare, for instance, ranked in the top 10 for nectar production in a UK plants survey conducted by the AgriLand project which is supported by the UK Insect Pollinators Initiative.
A great many native North American plants have weed in their common names, despite their beneficial qualities, such as Asclepias tuberosa, commonly known as butterflyweed.
Although such organizations focus on the benefits of native thistles, non-native thistles, such as Cirsium vulgare in North America, may provide similar benefits to wildlife."
Jasmine flower,Jasmine flower,"One version of the song describes a custom of giving jasmine flowers, popular in the southern Yangtze delta region of China.
The tune was played during Central Committee of the Communist Party of China meetings.This song was sung partially unaccompanied by a young Chinese girl, and partially accompanied by the music by Peking University students (whose version has been described as infused with a techno beat) and broadcast to the world at the closing ceremonies of the 2004 Summer Olympics in Athens, Greece, to introduce the next Olympic Games site.
An adaptation of the melody by Tan Dun and Wang Hesheng, chosen from more than 4,000 pieces, was played during the medal ceremonies at the Beijing 2008 Olympic Games.
almost a cultural symbol of China"" and ""From Puccini to the Beijing Olympics, this melody is a gift from the Chinese people to the world's athletes""."
Jujube date,Jujube date,"Ziziphus jujuba (from Greek ζίζυφον, zízyphon), commonly called jujube (; sometimes jujuba), red date, Chinese date, is a species of Ziziphus in the buckthorn family (Rhamnaceae).Nutritional data for the jujubeIt is a small deciduous tree or shrub reaching a height of 5–12 metres (16–39 ft), usually with thorny branches.
Ziziphin, a compound in the leaves of the jujube, suppresses the ability to perceive sweet taste.Its precise natural distribution is uncertain due to extensive cultivation, but is thought to be in southern Asia, between Lebanon, northern India, and southern and central China, and possibly also southeastern Europe though more likely introduced there.This plant has been introduced in Madagascar and grows as an invasive species in the western part of the island.
Five or more other species of Ziziphus are widely distributed in milder climates to hot deserts of Asia and Africa.In Madagascar, jujube trees grow extensively in the western half of the island, from the north all the way to the south."
Jujube seed,Jujube seed,"Ziziphus jujuba (from Greek ζίζυφον, zízyphon), commonly called jujube (; sometimes jujuba), red date, Chinese date, is a species of Ziziphus in the buckthorn family (Rhamnaceae).Nutritional data for the jujubeIt is a small deciduous tree or shrub reaching a height of 5–12 metres (16–39 ft), usually with thorny branches.
Ziziphin, a compound in the leaves of the jujube, suppresses the ability to perceive sweet taste.Its precise natural distribution is uncertain due to extensive cultivation, but is thought to be in southern Asia, between Lebanon, northern India, and southern and central China, and possibly also southeastern Europe though more likely introduced there.This plant has been introduced in Madagascar and grows as an invasive species in the western part of the island.
Five or more other species of Ziziphus are widely distributed in milder climates to hot deserts of Asia and Africa.In Madagascar, jujube trees grow extensively in the western half of the island, from the north all the way to the south."
King solomon's seal root,King solomon's seal root,"Polygonatum , also known as King Solomon's-seal or Solomon's seal, is a genus of flowering plants.
The rhizomes of two local species are eaten with chicken's or pig's feet during festivals.
The starchy rhizomes can be dried, ground, and added to flour to supplement food staples.
megaphyllum as a famine food.The shoots of some Polygonatum can be boiled and used like asparagus.
biflorum has a starchy root that was eaten like the potato and used as flour for bread.P. sibirica is used for a tea called dungulle in Korea.The fruits are red or black berries.MaianthemumThe traditional use of Polygonatum in the treatment of diabetes was first observed in 1930 by Hedwig Langecker.
It is also used to treat pain, fever, inflammation, allergy, and weakness.An herbal remedy called rhizoma polygonati is a mix of Polygonatum species used in traditional Chinese medicine.
Another is that the cut roots resemble Hebrew characters.As of June 2014, the World Checklist of Selected Plant Families accepts 74 species and hybrids:"
Kombu,Kombu,"Kombu (from Japanese: 昆布, romanized: konbu) is edible kelp from mostly the family Laminariaceae and is widely eaten in East Asia.
Zhang Yuxi referred to haidai in the book 嘉祐補註神農本草 (1060).Although archaeological evidence of seaweed is hard to find because of its easy decomposition, some plant remains of wakame seaweed are found in some ruins of the Jōmon Period which leads to the supposition that kombu was also eaten at that time.
The difficulty is that, at least in that time, kombu was not produced either in the East nor in the South China Sea.
Kompu in Ainu quite resembles gūanbù or kūnbù in Chinese, and it is possible to speculate that one is a loanword from the other.There are about eighteen edible species in Laminariaceae and most of them, but not all, are called kombu.
Saccharina angustata (Laminaria angustata), Mitsuishi-kombu – commonly used in the making of dashi"
Korean mint,Korean mint,"Agastache rugosa, the Korean mint, also known as wrinkled giant hyssop, purple giant hyssop, Indian mint, blue licorice, huo xiang (藿香), and Chinese patchouli, is an aromatic herb in the mint family, native to East Asia (China, Japan, Korea, Russian Primorye, Taiwan, India, and Vietnam).Korean mint grows well in fertile, moisture-retentive soils and good sunlight.
One can also dig out the plant in autumn or early spring, divide the roots, and plant them at intervals of 30 centimetres (12 in).Agastache rugosa photo
Plants For A Future: Agastache rugosa
The fruit is schizocarp, with obovate elliptical mericaps of 1.8 mm (0.071 in).The plant's Korean name is baechohyang (배초향), but it is more commonly known as banga (방아) in southern parts of Korea, where the herb is extensively cultivated and consumed.
It contains methyl chavicol, anethole, anisaldehyde, limonene, pinene and linalool.There is one known cultivar, Agastache rugosa 'Golden Jubilee', which has yellow-green foliage."
Kuding tea,Kuding tea,"Kuding or kuzding (Chinese: 苦丁茶; pinyin: kǔdīng chá; literally: 'bitter nail tea'; pronounced [kʰù.tíŋ ʈʂʰǎ]) is a particularly bitter-tasting Chinese infusion, which due to their similarities in appearance is derived from several plant species.
The two most common plants used to make kuding are the wax tree species Ligustrum robustum and the holly species Ilex kaushue (synonym: Ilex kudingcha), the former being more commonly grown in Sichuan and Japan while the latter is most commonly grown and used in the rest of China.
This type of tea may be caffeinated if from the genus Ilex, but is caffeine-free if from the genus Ligustrum.Yerba mate or Ilex paraguariensis - A species of holly that also contains caffeine and is popularly used to make mate in Paraguay, Uruguay, Argentina and Brazil.
It is also said to calm fidgets and alleviate thirst, especially when one is suffering from a disease that causes fever or severe diarrhea."
Kudzu root,Kudzu root,"In large-scale forestry infestations, soil-active herbicides have been shown to be highly effective.After initial herbicidal treatment, follow-up treatments and monitoring are usually necessary, depending on how long the kudzu has been growing in the area.
Up to 10 years of supervision may be needed after the initial chemical placement to make sure the plant does not return.Since 1998, the United States Department of Agriculture, Agricultural Research Service (ARS) has experimented with using the fungus Myrothecium verrucaria as a biologically based herbicide against kudzu.
""Kudzu Vine - One of Ontario's Most Unwanted Invasive Plant Species"" (PDF).
If any portion of a root crown remains after attempted removal, the kudzu plant may grow back.
Mechanical methods of control involve cutting off crowns from roots, usually just below ground level."
Lemongrass,Lemongrass,"Cymbopogon, variously known as lemongrass, barbed wire grass, silky heads, Cochin grass or Malabar grass or oily heads, is a genus of Asian, African, Australian, and tropical island plants in the grass family.
Some species (particularly Cymbopogon citratus) are commonly cultivated as culinary and medicinal herbs because of their scent, resembling that of lemons (Citrus limon).
Other common names include barbed wire grass, silky heads, citronella grass, and fever grass, amongst many others.
These species are used for the production of citronella oil, which is used in soaps, as an insect repellent (especially mosquitoes) in insect sprays and candles, and in aromatherapy.
Besides oil production, citronella grass is also used for culinary purposes, as a flavoring.
East Indian lemongrass (Cymbopogon flexuosus), also called Cochin grass or Malabar grass, is native to Cambodia, Vietnam, Laos, India, Sri Lanka, Burma, and Thailand, while West Indian lemongrass (Cymbopogon citratus) is native to maritime Southeast Asia."
Lesser galangal rhizome,Lesser galangal rhizome,"Galangal () is a common name for several tropical rhizomatous spices.Various galangal rhizomes are used in traditional Asian cuisines, such as Thai and Lao tom yum and tom kha gai soups, Vietnamese Huế cuisine (tré) and throughout Indonesian cuisine, as in soto.
While all varieties of galangal are closely related to common ginger, and all exhibit some resemblance to the hot, spicy flavor of ginger, each is unique in its own right, and galangals are not typically regarded as synonymous with ginger or each other in traditional Asian dishes.
Each galangal variety is attributed with specific medical virtues.In commerce, galangals are commonly available in Asian markets as whole fresh rhizome, or in dried and sliced, or powdered form.Encyclopedia of SpicesThe word galangal, or its variant galanga, can refer in common usage to the aromatic rhizome of any of four plant species in the Zingiberaceae (ginger) family, namely:
Alpinia galanga, also called greater galangal, lengkuas or laos
Kaempferia galanga, also called kencur, black galangal or sand ginger"
Lily bulb,Lily bulb,"Lilium (members of which are true lilies) is a genus of herbaceous flowering plants growing from bulbs, all with large prominent flowers.
Many other plants have ""lily"" in their common name but are not related to true lilies.Culinary use:The parts of lilium species which are officially listed as food material are the flower and bulbs of Lilium lancifolium Thunb., Lilium brownii var.
Most edible lily bulbs which can be purchased in a market are mostly imported from mainland China (only in the scale form, and most marked as 蘭州百合 Lilium davidii var.
The flowers are trumpet shaped, facing outward or somewhat downward, and tend to be strongly fragrant, often especially night-fragrant.The following lily species and cultivars currently hold the Royal Horticultural Society's Award of Garden Merit (confirmed 2017):"
Lindera root,Lindera root,"Lindera benzoin (commonly called spicebush, common spicebush, northern spicebush, wild allspice, or Benjamin bush) is a shrub in the laurel family, native to eastern North America, ranging from New York to Ontario in the north, and to Kansas, Texas, and northern Florida in the center and south.
Within its native range it is a relatively common plant where it grows in the understory in moist, rich woods, especially those with exposed limestone.Spicebush is often cultivated in gardens or edges of gardens.
The brightly colored fruits and early flowers along with the spherical growth form make the plant desirable in gardens.
'Green gold' a male, non-fruiting cultivar with larger ornamental flowers.Although several butterflies and moths used spicebush as a host, they are not considered a serious pest.Many animals feed on the leaves, twigs, and berries of spicebush.
The berries are a favorite food of wood thrushs.Other species in the genus Lindera also have common names containing the word ""spicebush"" and may appear similar."
Lingzhi mushroom,Lingzhi mushroom,"It is often used with nấm, the Vietnamese word for ""mushroom"", thus nấm linh chi is the equivalent of ""lingzhi mushroom"".It was once thought that Ganoderma lucidum generally occurred in two growth forms: a large, sessile, specimen with a small or nonexistent stalk, found in North America, and a smaller specimen with a long, narrow stalk found mainly in the tropics.
The Shennong bencao jing (Divine Farmer's Classic of Pharmaceutics) of c.200–250 CE, classifies zhi into six color categories, each of which is believed to benefit the qi, or ""life force"", in a different part of the body: qingzhi (青芝; ""Green Mushroom"") for the liver, chizhi (赤芝; ""Red Mushroom"") for the heart, huangzhi (黃芝; ""Yellow Mushroom"") for the spleen, baizhi (白芝; ""White Mushroom"") for the lungs, heizhi (黑芝; ""Black Mushroom"") for the kidneys, and zizhi (紫芝; ""Purple Mushroom"") for the Essence."
Liquorice,Liquorice,"Liquorice (British English) or licorice (American English) ( LIK-ər-is(h)) is the root of Glycyrrhiza glabra from which a sweet flavour can be extracted.
It is usually spelled ""liquorice"" in Commonwealth usage, but ""licorice"" in the United States.Liquorice flavour is found in a wide variety of candies or sweets.
Liquorice confections are primarily purchased by consumers in Europe, but are also popular in other countries such as Australia and New Zealand.In the Netherlands, liquorice confectionery (drop) is one of the most popular forms of sweets.
Countries producing liquorice include India, Iran, Italy, Afghanistan, the People’s Republic of China, Pakistan, Iraq, Azerbaijan, Uzbekistan, Turkmenistan and Turkey.The world's leading manufacturer of liquorice products is M&F Worldwide, which manufactures more than 70% of the worldwide liquorice flavours sold to end users.Liquorice is an extract from the Glycyrrhiza glabra plant which contains glycyrrhizic acid, or GZA.
Liquorice extract is often found in sweets and many candies, some drugs, and beverages like root beer."
Long pepper,Long pepper,"Long pepper (Piper longum),  sometimes called Indian long pepper or pipli, is a flowering vine in the family Piperaceae, cultivated for its fruit, which is usually dried and used as a spice and seasoning.
Long pepper has a taste similar to, but hotter than, that of its close relative Piper nigrum – from which black, green and white pepper are obtained.
The fruits of this plant are often confused with chili peppers, which belong to the genus Capsicum, originally from the Americas.Caldecott, Todd (2006).
That usage began in the 16th century.The oldest known reference to long pepper comes from ancient Indian textbooks of Ayurveda, where its medicinal and dietary uses are described in detail.
The Romans knew of both and often referred to either as just piper; Pliny erroneously believed dried black pepper and long pepper came from the same plant."
Long-stamen onion bulb,Allium hoffmanii,"Allium hoffmanii is a species of wild onion known by the common name beegum onion. It is native to northern California, where it grows in the serpentine soils of the local mountain ranges in Siskiyou, Humboldt, Trinity, Shasta, and Tehama Counties.This onion grows a short stem up to about 10 centimeters tall from a brown or reddish bulb one or two centimeters long. There is generally a single leaf which may be longer than the stem. The inflorescence is packed with up to 40 flowers, each about a centimeter long and pink or purple in color with greenish veining. The protruding stamens are bumpy at their bases and have purple anthers at the tips.Photo gallery"
Longan,Longan,"Dimocarpus longan, commonly known as the longan (), is a tropical tree species that produces edible fruit.
It is native to Southern Asia.The longan (from Cantonese lùhng-ngáahn 龍眼, literally 'dragon eye'), is so named because it resembles an eyeball when its fruit is shelled (the black seed shows through the translucent flesh like a pupil/iris).
Currently, longan crops are grown in southern China, Taiwan, northern Thailand, Malaysia, Indonesia, Cambodia, Laos, Vietnam, India, Sri Lanka, Philippines, Australia, the United States, and  Mauritius.
In contrast with the fresh fruit, which is juicy and white, the flesh of dried longans is dark brown to almost black.Longan is commonly found in traditional Eastern folk medicine.
The flesh has a musky, sweet taste, which can be compared to the flavor of lychee fruit.The Longan tree is somewhat sensitive to frost."
Loquat leave,Loquat (band),"The group is currently composed of Kylee Swenson Gordon (vocals/guitar), Christopher Cooper (keyboards), Anthony Gordon (bass guitar), Chip Cosby (guitar/vocals), and Jon Langmead (drums).Official MySpace ProfileThe Penny Drop (self-released, 2002)
Also in 2003, Loquat was awarded the title of Best Pop Group at SF Weekly's 2003 Music Awards.While Loquat began assembling their first full album, their music gained increasing exposure due to extensive play time on San Francisco radio station Live 105, as well as the song ""Swingset Chain"" being featured on the CW television series One Tree Hill and coming pre-loaded on SanDisk's Sansa media player.
The band recently signed with Talking House Records, and their second full-length album, Secrets of the Sea, was released in October 2008.
Loquat released their third studio album on April 24, 2012 titled We Could Be Arsonists.
Earl Otsuka left the band in November 2009, replaced by Chip Cosby, from Richmond, Virginia.It's Yours to Keep (Jackpine Social Club, 2005)"
Lotus leaf,Lotus (plant),"Lotus identifies various plant taxa:

Nelumbo,  a genus of aquatic plants with showy flowers
Nelumbo nucifera, the Sacred or Indian lotus
Nelumbo lutea, the American or Yellow lotus
Certain species of Nymphaea (water lilies or Egyptian lotuses):
Nymphaea caerulea, also known as blue lotus
Nymphaea lotus, white lotus or sacred lotus
Nymphaea nouchali, also known as star lotus
Lotus (genus) (including bird's-foot trefoils and deervetches), a terrestrial genus with small flowers
Saussurea (snow lotus), a herbaceous species from the Himalayan vicinity
Ziziphus lotus, a shrub species with edible fruit
Diospyros lotus (date-plum, Caucasian persimmon) a tree with edible fruitLotus (disambiguation)
Lotus tree, the mythological incarnation of Lotis
Sacred lotus"
Lotus receptacle,Lotus receptacle,"Under favorable circumstances the seeds of this aquatic perennial may remain viable for many years, with the oldest recorded lotus germination being from that of seeds 1,300 years old recovered from a dry lakebed in northeastern China.It has a very wide native distribution, ranging from central and northern India (at altitudes up to 1,400 m or 4,600 ft in the southern Himalayas), through northern Indochina and East Asia (north to the Amur region; the Russian populations have sometimes been referred to as ""Nelumbo komarovii""), with isolated locations at the Caspian Sea. Today the species also occurs in southern India, Sri Lanka, virtually all of Southeast Asia, New Guinea and northern and eastern Australia, but this is probably the result of human translocations.
Flower types differ in the number of petals (single petals, double petals or multi-petals) and their colours range from single colour in white, yellow, pink, red to bi-colour, most often of white petals with pink tip or highlights.Nelumbo nucifera is the species of lotus sacred to both Hindus and Buddhists.The roots of lotus are planted in the soil of the pond or river bottom, while the leaves float on the water's surface or are held well above it."
Lotus root,Lotus root,"Under favorable circumstances the seeds of this aquatic perennial may remain viable for many years, with the oldest recorded lotus germination being from that of seeds 1,300 years old recovered from a dry lakebed in northeastern China.It has a very wide native distribution, ranging from central and northern India (at altitudes up to 1,400 m or 4,600 ft in the southern Himalayas), through northern Indochina and East Asia (north to the Amur region; the Russian populations have sometimes been referred to as ""Nelumbo komarovii""), with isolated locations at the Caspian Sea. Today the species also occurs in southern India, Sri Lanka, virtually all of Southeast Asia, New Guinea and northern and eastern Australia, but this is probably the result of human translocations.
Flower types differ in the number of petals (single petals, double petals or multi-petals) and their colours range from single colour in white, yellow, pink, red to bi-colour, most often of white petals with pink tip or highlights.Nelumbo nucifera is the species of lotus sacred to both Hindus and Buddhists.The roots of lotus are planted in the soil of the pond or river bottom, while the leaves float on the water's surface or are held well above it."
Lotus seed,Lotus seed,"Mostly sold in dried, shelled form, the seeds contain  rich contents of protein, B vitamins, and dietary minerals.The most common use of the seed is in the form of lotus seed paste (蓮蓉), which is used extensively in Chinese pastries as well as in Japanese desserts.
Fresh lotus seeds are sold in the seed heads of the plant and eaten by breaking the individual seeds out of the cone-shaped head and removing the rubbery shell.
Locals usually refer to lotus seeds as ""martillo."" Fresh lotus seeds are sold in street markets and are generally eaten raw by the locals.Two types of dried lotus seeds can be found commercially; brown peel and white.
The seeds contain B vitamins in rich content, particularly thiamin at 43% of the Daily Value (DV), and numerous dietary minerals, such as manganese (116% DV) and phosphorus (63% DV).Roasted Lotus Seed snackChinese cuisine"
Lotus stamen,Nelumbo nucifera,"Under favorable circumstances the seeds of this aquatic perennial may remain viable for many years, with the oldest recorded lotus germination being from that of seeds 1,300 years old recovered from a dry lakebed in northeastern China.It has a very wide native distribution, ranging from central and northern India (at altitudes up to 1,400 m or 4,600 ft in the southern Himalayas), through northern Indochina and East Asia (north to the Amur region; the Russian populations have sometimes been referred to as ""Nelumbo komarovii""), with isolated locations at the Caspian Sea. Today the species also occurs in southern India, Sri Lanka, virtually all of Southeast Asia, New Guinea and northern and eastern Australia, but this is probably the result of human translocations.
Flower types differ in the number of petals (single petals, double petals or multi-petals) and their colours range from single colour in white, yellow, pink, red to bi-colour, most often of white petals with pink tip or highlights.Nelumbo nucifera is the species of lotus sacred to both Hindus and Buddhists.The roots of lotus are planted in the soil of the pond or river bottom, while the leaves float on the water's surface or are held well above it."
Lychee seed,Lychee seed,"China is the main producer of lychees, followed by India, other countries in Southeast Asia, the Indian Subcontinent  and South Africa.
A 2017 study found that pesticides used in the plantations could be responsible for the encephalitis and deaths of young children in Bangladesh.Litchi chinensis is an evergreen tree that is frequently less than 15 m (49 ft) tall, sometimes reaching 28 m (92 ft).Its evergreen leaves, 5 to 8 in (12.5–20 cm) long, are pinnate, having 4 to 8 alternate, elliptic-oblong to lanceolate, abruptly pointed, leaflets,
The panicles grow in clusters of ten or more, reaching 10 to 40 cm (3.9 to 15.7 in) or longer, holding hundreds of small white, yellow, or green flowers that are distinctively fragrant.The lychee bears fleshy fruits that mature in 80–112 days depending on climate, location, and cultivar.
Since the perfume-like flavour is lost in the process of canning, the fruit is usually eaten fresh.Cultivation of lychee began in the region of southern China, going back to 1059 AD, Malaysia, and northern Vietnam."
Malt,Malt,"The grain is made to germinate by soaking in water and is then halted from germinating further by drying with hot air.Malting grain develops the enzymes (α-amylase, β-amylase) required for modifying the grains' starches into various types of sugar, including monosaccharide glucose, disaccharide maltose, trisaccharide maltotriose, and higher sugars called maltodextrines.
The drying step stops the sprouting, but the enzymes remain active due to the low temperatures used in base malt production.
Brewers warm cracked malt in temperature-modulated water, activating the enzymes, which cleave more of the malt's remaining starch into various sugars, the largest percentage of which is maltose.
The LME may be further dried to produce dry malt extract (DME), which is crystalline in form similar to common sugar.
Christine Clark, The British Malting Industry Since 1830, Hambledon Continuum (1 July 1998), ISBN 1-85285-170-8Malting is the process of converting barley or other cereal grains into malt for use in brewing, distilling, or in foods and takes place in a maltings, sometimes called a malthouse, or a malting floor."
Malva nut,Malva nut,"Scaphium affine is a tree species in the family Malvaceae, subfamily Sterculioideae (previously placed in the Sterculiaceae and synonyms include Sterculia lychnophora Hance).
It is native to mainland Southeast Asia and no subspecies are listed in the Catalogue of Life.It may be known as the malva nut tree, or sometimes the ""Taiwan sweet gum tree"" and has culinary and traditional medicinal uses, although these may also apply to the similar Scaphium macropodum (Vietnamese: ươi).According to Chinese medicine, the use of ""Pang Da Hai"" can remove heat from the lung, cure sore throats, counteract toxicity, and moisten the bowels.
Typically, in traditional Chinese medicine, malva nut would be part of a larger formula of herbs designed to address a person's condition.
After being soaked and the seed kernel removed, the flesh is mixed with granulated white sugar, ice, and soaked basil seeds, and drunk as a cooling drink in Vietnam, Thailand, Laos and Cambodia."
Maral root,Maral root,"Rhaponticum carthamoides, also known as Maral root or Rhaponticum, is an herbaceous perennial plant from the family Asteraceae that inhabits the sub-alpine zone (4,500–6,000 ft (1,400–1,800 m) above sea level) as well as alpine meadows. It can be found growing wild in Southern Siberia, Kazakhstan, the Altay region, and Western Sayan Mountains. Maral root is widely cultivated throughout Russia and Eastern Europe.  This plant derives its traditional name Maral root (Maralu) from the maral deer who fed on it.
Animal studies indicate that maral root may have a beneficial effect on memory and learning in rats, increasing working capacity of tired skeletal muscles, as well as anabolic and adaptogenic processes in rats.R. carthamoides is high in 20-hydroxyecdysone, one of the most common molting hormones in insects, crabs, and some worms and 20E can disrupt their molting and reproduction."
Marshmallow root,Marshmallow root,"Althaea officinalis, or marsh-mallow, is a perennial species indigenous to Europe, Western Asia, and North Africa, which is used in herbalism and as an ornamental plant.
A confection made from the root since ancient Egyptian times evolved into today's marshmallow treat, but most modern marshmallow treats no longer contain any marsh-mallow root.Chemical constituents include altheahexacosanyl lactone (n-hexacos-2-enyl-1,5-olide), 2β-hydroxycalamene (altheacalamene) and altheacoumarin glucoside (5,6-dihydroxycoumarin-5-dodecanoate-6β-D-glucopyranoside), along with the known phytoconstituents lauric acid, β-sitosterol and lanosterol.Connecticut Botanical Society: Althaea officinalis
Botanical.com: Mallows including Althaea officinalisThe leaves, flowers and the root of A.
The flowers are shaped like those of the common mallow, but are smaller and of a pale colour, and are either axillary, or in panicles, more often the latter.
Pâte de guimauve more closely resembles contemporary commercially available marshmallows, which no longer contain Althaea officinalis."
Milk thistle seed,Milk thistle seed,"This fairly typical thistle has red to purple flowers and shiny pale green leaves with white veins.
Originally a native of Southern Europe through to Asia, it is now found throughout the world.Traditional milk thistle extract is made from the seeds, which contain approximately 4–6% silymarin.
Milk thistle (Silybum marianum) is a thorny plant presenting decorative leaves with a white pattern of veins and purple flower heads.
The spiny bracts on the flower head were eaten in the past like globe artichoke, and the stems (after peeling) can be soaked overnight to remove bitterness and then stewed.
The achenes are black, with a simple long white pappus, surrounded by a yellow basal ring.Milk thistle has been used for a number of purposes including treatment of liver disease, prevention and treatment of cancer, and supportive treatment of poisoning from death cap mushrooms; however, clinical study results were described as heterogeneous and contradictory.
A 2007 Cochrane Review included eighteen randomized clinical trials which assessed milk thistle in 1088 patients with alcoholic and/or hepatitis B or C virus liver diseases."
Milkvetch root,Milkvetch root,"Some pale-flowered vetches (Vicia spp.) are similar in appearance, but they are more vine-like than Astragalus.Astragalus species are used as food plants by the larvae of some Lepidoptera species including many case-bearing moths of the genus Coleophora: C.
The calyx is tubular or bell-shaped.The genus was formally described in 1753 by Carl Linnaeus in his Species Plantarum.The name Astragalus is Greek, an old name for this group of plants which were believed to have a positive effect on goat milk production.Astragalus has been used in traditional Chinese medicine over centuries to treat various disorders, but there is no high-quality evidence it is effective or safe for any medical purpose.Although astragalus supplements are generally well tolerated, mild gastrointestinal upset, diarrhea, and allergic reactions may occur.
Some astragalus species may contain high levels of selenium, possibly causing toxicity.Extracts of astragalus root include diverse phytochemicals, such as saponins and isoflavone flavonoids, which are purported in traditional practices to increase lactation in nursing mothers."
Mistletoe,Mistletoe,"Their parasitic lifestyle has led to some dramatic changes in their metabolism.The name mistletoe originally referred to the species Viscum album (European mistletoe, of the family Santalaceae in the order Santalales); it is the only species native to the British Isles and much of Europe.
A separate species, Viscum cruciatum, occurs in Southwest Spain and Southern Portugal, as well as Morocco (North Africa) and southern Africa.Over the centuries, the term has been broadened to include many other species of parasitic plants with similar habits, found in other parts of the world, that are classified in different genera and even families—such as the Misodendraceae and the Loranthaceae.
In the popular roleplaying game Dungeons & Dragons, druids use mistletoe as the default focus item for casting spells.Mistletoe species grow on a wide range of host trees, some of which experience side effects including reduced growth, stunting, and loss of infested outer branches."
Monk fruit,Monk fruit,"The plant is cultivated for its fruit, whose extract is nearly 300 times sweeter than sugar and has been used in China as a low-calorie sweetener for cooling drinks and in traditional Chinese medicine.
The plant's fruit is often called in English language publications luo han guo or lo han kuo (from the Chinese luóhàn guǒ, 罗汉果/羅漢果).The scientific species name honors Gilbert Hovey Grosvenor, who as president of the National Geographic Society, helped to fund an expedition in the 1930s to find the living plant in China where it was being cultivated.Germination of seeds is slow and may take several months.
Seeds of the fruit, which had been bought in a Chinese shop in San Francisco, were entered into the botanic description of the species in 1941.The first research into the sweet component of luo han guo is attributed to C."
Morinda root,Morinda root,"Morinda officinalis, also known as Indian mulberry is a plant in the genus Morinda.The root of M. officinalis (Chinese: 巴戟天; pinyin: ba ji tian) is used in traditional Chinese medicine (TCM). It was first described in Shen Nong Ben Cao Jing. In TCM it is indicated in the case of kidney yang deficiency and associated impotence, weak tendons and bones, presence of wind and dampness.Known compounds include morindin.It is known as ba kich in Vietnamese."
Motherwort herb,Motherwort herb,"Leonurus cardiaca, known as motherwort, is an herbaceous perennial plant in the mint family, Lamiaceae.
Originally from Central Asia and southeastern Europe, it is now found worldwide, spread largely due to its use as a herbal remedy.The herb contains the alkaloid leonurine.
Introduced to North America as a bee foraging plant and to attract bumble bees, this perennial herb is now considered invasive.
In 15th century Europe, motherwort was considered by some herbalists to protect against evil spirits.Leonurus cardiaca has a squarish stem which is clad in short hairs and is often purplish, especially near the nodes.
Flowers appear in leaf axils on the upper part of the plant and have three-lobed bracts.
The calyx of each flower is bell-shaped and has five lobes.
The upper lip is convex and covered with white hairs and the lower lip is three-lobed and downward-curving and spotted with red."
Mudan peony bark,Paeonia suffruticosa,"Paeonia suffruticosa is a name used for a group of culture varieties of tree peonies that are the result of hybridisation with species exclusively belonging to the subsection Vaginatae.
Plants belonging to this group have been cultivated for millennia in China, initially only as a source of traditional Chinese medicine particularly the skin of its roots (牡丹皮; mǔdān pí).
This is associated with tree peony yellows disease in China.Paeonia suffruticosa has a long history of being used in Chinese medicine.
Paeonia decomposita is the only species from the Vaginatae that has not contributed to these cultivars.Paeonia suffruticosa, also known as the tree peony, originates from China.
suffruticosa cultivars by Victor Lemoine in Nancy has led to the introduction of the color yellow into the cultivated double-flowered tree-peonies.
Some of the early Itoh cultivars are ‘Yellow Crown’, ‘Yellow Dream’, ‘Yellow Emperor’ and ‘Yellow Heaven’.Cultivated hybrid tree peonies originate from China and its surrounding areas, possessing significant cultural meaning throughout Chinese history."
Mulberry Fruit,Mulberry Fruit,"The paper was used to make books, known as kraing.In a 100g (3.5oz) serving, raw mulberries provide 180 kJ (43 kcal), 44% of the daily value (DV) for vitamin C, and 14% of the DV for iron; other nutrients are in insignificant quantity (see table).Black, red, and white mulberries are widespread in Southern Europe, the Middle East, northern Africa, and the Indian subcontinent, where the tree and the fruit have names under regional dialects.
However, any new growth from below the graft(s) must be removed, as they would be from the original male mulberry tree.The fruit of the white mulberry – an East Asian species extensively naturalized in urban regions of eastern North America – has a different flavor, sometimes characterized as refreshing and a little tart, with a bit of gumminess to it and a hint of vanilla."
Mulberry bark,Paper mulberry,"Seed dispersal is accomplished by animals that eat the fruits, and the plants can form wide, dense stands via their spreading root systems.This is considered to be one of the worst weeds in Pakistan, one of the most significant invasive plants on the Pampas in Argentina, and a dominant invasive in the forests of Uganda.The pollen is allergenic.
It grows well in many climate types.This plant has been cultivated in Asia and some Pacific Islands for many centuries for food, fiber, and medicine.Paper mulberry was used among ancient Austronesians in making barkcloth.
If the feral plants reproduced sexually is unknown, as the plants are dioecious and require both male and female specimens to be present in one island.Paper mulberry is primarily used in the Pacific Islands to make barkcloth (tapa in most Polynesian languages).
Other terms widely used for barkcloth and paper mulberry are derived from the Proto-Polynesian reconstructed word *siapo, with cognates including Niue, Tongan, and Marquesan hiapo; and Samoan and East Futunan siapo."
