Herb id,MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,url
SMHB00285,SMMS00118,Injury Of Muscle,,C0410256,https://www.symmap.org/detail/SMHB00285
SMHB00285,SMMS00403,Cough,C08.618.248|C23.888.852.293,C0010200,https://www.symmap.org/detail/SMHB00285
SMHB00285,SMMS00509,Bronchial Asthma,C08.127.108|C08.381.495.108|C08.674.095|C20.543.480.680.095,C0004096,https://www.symmap.org/detail/SMHB00285
SMHB00285,SMMS00534,Sputum,A12.200.808,C0038056,https://www.symmap.org/detail/SMHB00285
SMHB00285,SMMS00934,Sputum Purulent,,C0241235,https://www.symmap.org/detail/SMHB00285
SMHB00286,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00286
SMHB00286,SMMS00036,Laryngopharyngeal Dysaesthesia,,C1328466,https://www.symmap.org/detail/SMHB00286
SMHB00286,SMMS00403,Cough,C08.618.248|C23.888.852.293,C0010200,https://www.symmap.org/detail/SMHB00286
SMHB00286,SMMS00546,Postpartum Disorder,C13.703.844,C0034040,https://www.symmap.org/detail/SMHB00286
SMHB00286,SMMS00730,Throat Tightness,,C0236071,https://www.symmap.org/detail/SMHB00286
SMHB00286,SMMS00792,Blepharitis,C11.338.133,C0005741,https://www.symmap.org/detail/SMHB00286
SMHB00287,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00117,Zoophaginae,B04,C0043529,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00280,Virus,B04,C0042776,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00281,Animal Virus,B04,C0003060,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00337,Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0030193,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00412,Burning Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234230,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00431,Splitting Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458257,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00445,Car Sickness,C23.888.571,C0007297,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00463,Motion Sickness,C23.888.571,C0026603,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00503,Ocular Discomfort,,C0948595,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00516,Venomous Bite,,C1275515,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00558,Air Sickness,C23.888.571,C0001882,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00569,Migratory Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751407,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00570,Carbuncle,C01.252.410.868.820.270.200|C01.252.825.770.270.200|C01.539.800.720.770.270.200|C17.800.838.765.770.270.200,C0007078,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00617,Skin Ulcer(S),C17.800.893,C0037299,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00621,Swelling,,C0038999,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00752,Sea Sickness,C23.888.571,C0036494,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00287
SMHB00287,SMMS00930,King Evil,C01.252.410.040.552.846.719.500,C0242830,https://www.symmap.org/detail/SMHB00287
SMHB00288,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00012,Sharp Headache,C10.597.617.470|C23.888.592.612.441,C0751190,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00024,Right Flank Pain,C10.597.617.204|C23.888.592.612.386,C0423640,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00053,Numbness,,C0028643,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00069,Vein Disorder,,C0235522,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00077,Joint Range Of Motion Decreased,,C0877027,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00082,Myofascial Pain Syndrome,C05.651.550,C0027073,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00102,"Headache, Periorbital",C10.597.617.470|C23.888.592.612.441,C0751187,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00108,Bilateral Headache,C10.597.617.470|C23.888.592.612.441,C0423623,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00112,Rheumatism,C05.799|C17.300.775,C0035435,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00120,Menstrual Cramp,C23.550.568.750|C23.888.592.612.944.500,C0013390,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00136,Flank Pain,C10.597.617.204|C23.888.592.612.386,C0016199,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00137,Ocular Headache,C10.597.617.470|C23.888.592.612.441,C0028838,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00138,Toothache,C07.793.929|C10.597.617.203.500|C23.888.592.612.330.500,C0040460,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00164,Anasarca,C23.888.277,C0151603,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00176,Myofascial Trigger Point Pain,C05.651.550,C3179196,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00189,Extremity Numbness,,C0239375,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00206,Malnutrition,C18.654.521,C0162429,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00216,Headache Throbbing,C10.597.617.470|C23.888.592.612.441,C0423618,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00233,Edema,C23.888.277,C0013604,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00237,Hyperalgia,C10.597.751.791.400|C23.888.592.763.770.400,C0020429,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00243,Febrile Illness Acute,,C0743842,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00250,Diarrhea,C23.888.821.214,C0011991,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00275,Vidian Neuralgia,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0042656,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00295,Orthostatic Headache,C10.597.617.470|C23.888.592.612.441,C0751186,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00337,Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0030193,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00344,Perineal Neuralgia,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0423711,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00350,Iliohypogastric Nerve Neuralgia,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0423712,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00351,Stump Neuralgia,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0234249,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00384,Cold Sensation,,C0234192,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00398,Arthritic Pains,,C0857177,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00412,Burning Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234230,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00431,Splitting Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458257,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00504,Paroxysmal Nerve Pain,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0751373,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00569,Migratory Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751407,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00621,Swelling,,C0038999,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00653,Neuralgia,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0027796,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00693,Generalised Headache,C10.597.617.470|C23.888.592.612.441,C0474366,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00741,Left Flank Pain,C10.597.617.204|C23.888.592.612.386,C0423641,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00758,Supraorbital Neuralgia,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0038870,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00815,Vertex Headache,C10.597.617.470|C23.888.592.612.441,C0751192,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00816,"Headache, Retro-Ocular",C10.597.617.470|C23.888.592.612.441,C0751189,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00826,Atypical Neuralgia,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0234247,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00882,Typhoid Fever,C01.252.400.310.821.873,C0041466,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00894,"Headache, Dull",,C0239885,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00895,Ilioinguinal Neuralgia,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0751371,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00902,Lower Extremity Paresthesia,,C0948992,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00905,Joint Contracture,,C0009918,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00910,Headache Unilateral,C10.597.617.470|C23.888.592.612.441,C0877781,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00917,Difficulty Walking,C23.888.550,C0311394,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00928,Headache,C10.597.617.470|C23.888.592.612.441,C0018681,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00938,Hyperostosis,C05.116.540,C0020492,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00939,Beriberi,C18.654.521.500.133.699.827.223,C0005122,https://www.symmap.org/detail/SMHB00288
SMHB00288,SMMS00947,Nerve Pain,C10.597.617.682|C10.668.829.600|C23.888.592.612.664,C0751372,https://www.symmap.org/detail/SMHB00288
SMHB00289,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00021,Larynx,C08.360|C09.400,C0023051,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00023,Pneumonia,C08.381.677|C08.730.610,C0032285,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00067,Cough Productive,,C0239134,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00132,Hoarseness,C08.360.940.490|C08.618.490|C09.400.940.490|C10.597.975.550|C23.888.592.979.550|C23.888.852.490,C0019825,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00237,Hyperalgia,C10.597.751.791.400|C23.888.592.763.770.400,C0020429,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00337,Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0030193,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00403,Cough,C08.618.248|C23.888.852.293,C0010200,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00412,Burning Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234230,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00431,Splitting Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458257,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00517,Pneumonia Lobar,C08.381.677|C08.730.610,C0032300,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00569,Migratory Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751407,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00618,Functional Bowel Disorder,,C0016807,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00638,"Hoarseness, Neurogenic",C08.360.940.490|C08.618.490|C09.400.940.490|C10.597.975.550|C23.888.592.979.550|C23.888.852.490,C0751201,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00289
SMHB00289,SMMS00879,Experimental Lung Inflammation,C08.381.677|C08.730.610,C0887898,https://www.symmap.org/detail/SMHB00289
SMHB00290,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00290
SMHB00290,SMMS00022,Haemorrhage Ant Chamber Eye,C11.290.484|C23.550.414.756.550,C0020581,https://www.symmap.org/detail/SMHB00290
SMHB00290,SMMS00042,Hemorrhage,C23.550.414,C0019080,https://www.symmap.org/detail/SMHB00290
SMHB00290,SMMS00250,Diarrhea,C23.888.821.214,C0011991,https://www.symmap.org/detail/SMHB00290
SMHB00290,SMMS00725,Hemorrhoid Bleeding,,C0265031,https://www.symmap.org/detail/SMHB00290
SMHB00290,SMMS00732,Dysentery,C06.405.205.331|C06.405.469.300,C0013369,https://www.symmap.org/detail/SMHB00290
SMHB00291,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00045,Tongue Ulcer,,C0235351,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00164,Anasarca,C23.888.277,C0151603,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00233,Edema,C23.888.277,C0013604,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00237,Hyperalgia,C10.597.751.791.400|C23.888.592.763.770.400,C0020429,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00264,Pterygium,C11.187.781,C0033999,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00337,Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0030193,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00381,Boredom,F01.470.192,C0006019,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00383,Disorder Of Lactation,C13.703.844.506|C17.800.090.937,C0022927,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00398,Arthritic Pains,,C0857177,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00412,Burning Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234230,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00431,Splitting Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458257,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00554,Urination Frequency,,C0042023,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00569,Migratory Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751407,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00688,Lactation Decreased,C13.703.844.506|C17.800.090.937,C0020610,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00807,Urine Abnormality,,C0235639,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00827,Menopause,G08.686.157.500|G08.686.841.249.500,C0025320,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00867,Chills And Fever,,C0085594,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00913,Oral Ulcer,C07.465.672,C0149745,https://www.symmap.org/detail/SMHB00291
SMHB00291,SMMS00952,Fever,C23.888.119.344,C0015967,https://www.symmap.org/detail/SMHB00291
SMHB00292,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00007,Abdomen Distention,,C0000731,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00012,Sharp Headache,C10.597.617.470|C23.888.592.612.441,C0751190,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00014,Pharyngolaryngitis,,C0023070,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00024,Right Flank Pain,C10.597.617.204|C23.888.592.612.386,C0423640,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00054,Constipation,C23.888.821.150,C0009806,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00067,Cough Productive,,C0239134,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00071,Gastric Disorder,C06.405.748,C0038354,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00102,"Headache, Periorbital",C10.597.617.470|C23.888.592.612.441,C0751187,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00108,Bilateral Headache,C10.597.617.470|C23.888.592.612.441,C0423623,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00136,Flank Pain,C10.597.617.204|C23.888.592.612.386,C0016199,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00137,Ocular Headache,C10.597.617.470|C23.888.592.612.441,C0028838,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00143,Cyst,C04.182|C23.300.306,C0010709,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00157,Developmental Delay,,C0424605,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00177,Laryngeal Edema,C08.360.313|C09.400.313,C0023052,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00192,Abdominal Pain,C10.597.617.044|C23.888.592.612.054|C23.888.821.030,C0000737,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00198,No Vomiting,,C0375548,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00216,Headache Throbbing,C10.597.617.470|C23.888.592.612.441,C0423618,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00237,Hyperalgia,C10.597.751.791.400|C23.888.592.763.770.400,C0020429,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00250,Diarrhea,C23.888.821.214,C0011991,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00295,Orthostatic Headache,C10.597.617.470|C23.888.592.612.441,C0751186,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00327,Emesis,C23.888.821.937,C0042963,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00337,Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0030193,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00362,Dexol,D02.478.520|D12.125.042.070.500,C0011789,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00380,Gastric Acid,A12.200.307.603,C0017119,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00387,Contusion,C26.974.250,C0009938,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00403,Cough,C08.618.248|C23.888.852.293,C0010200,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00412,Burning Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234230,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00415,Nausea,C23.888.821.712,C0027497,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00423,Gastrointestinal Hypermotility,,C0948395,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00431,Splitting Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458257,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00434,Hiccups,C23.888.821.578,C0019521,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00526,Flatulence,C23.888.821.360,C0016204,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00569,Migratory Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751407,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00595,Neck Injury,C26.700,C0027531,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00618,Functional Bowel Disorder,,C0016807,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00621,Swelling,,C0038999,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00657,Gastrointestinal Pain,,C0687713,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00661,Neck Stiffness,,C0151315,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00687,"Pantothenate, Zinc",D02.478.520|D12.125.042.070.500,C0043493,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00693,Generalised Headache,C10.597.617.470|C23.888.592.612.441,C0474366,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00701,Defecation Pain,C23.888.821.150,C0237326,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00712,Dilation,C23.300.325,C0012359,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00715,Colonic Inertia,C23.888.821.150,C1257861,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00721,Pantothenic Acid,D02.478.520|D12.125.042.070.500,C0030342,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00724,Stomach Discomfort,,C0235309,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00732,Dysentery,C06.405.205.331|C06.405.469.300,C0013369,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00741,Left Flank Pain,C10.597.617.204|C23.888.592.612.386,C0423641,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00755,Belching,C23.888.821.297,C0014724,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00765,Dyspepsia,C23.888.821.236,C0013395,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00788,Bloating Feeling,,C0857257,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00796,Pregnancy Disorder,,C0151864,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00799,Acute Chest Pain,,C0522051,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00800,Gagging,C23.888.821.414|F02.830.702.157|G10.261.338|G11.561.731.251,C0016927,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00815,Vertex Headache,C10.597.617.470|C23.888.592.612.441,C0751192,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00816,"Headache, Retro-Ocular",C10.597.617.470|C23.888.592.612.441,C0751189,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00821,Vaginal Bleeding,C13.351.500.852.691|C23.550.414.993,C2979982,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00837,Dyspepsia-Aggravated,,C0853926,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00841,Pharyngolaryngeal Pain,,C0858635,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00859,Calcium Pantothenate,D02.478.520|D12.125.042.070.500,C0006710,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00863,Chest Symptom Heaviness,,C0742339,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00867,Chills And Fever,,C0085594,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00889,Tenesmus,,C0232726,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00894,"Headache, Dull",,C0239885,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00910,Headache Unilateral,C10.597.617.470|C23.888.592.612.441,C0877781,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00916,Decreased Appetite,,C0232462,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00928,Headache,C10.597.617.470|C23.888.592.612.441,C0018681,https://www.symmap.org/detail/SMHB00292
SMHB00292,SMMS00952,Fever,C23.888.119.344,C0015967,https://www.symmap.org/detail/SMHB00292
SMHB00293,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00293
SMHB00293,SMMS00036,Laryngopharyngeal Dysaesthesia,,C1328466,https://www.symmap.org/detail/SMHB00293
SMHB00293,SMMS00045,Tongue Ulcer,,C0235351,https://www.symmap.org/detail/SMHB00293
SMHB00293,SMMS00056,Localized; Swelling,,C0853619,https://www.symmap.org/detail/SMHB00293
SMHB00293,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00293
SMHB00293,SMMS00072,Abscess Gum,,C0149892,https://www.symmap.org/detail/SMHB00293
SMHB00293,SMMS00141,Renal Agenesis,,C0542519,https://www.symmap.org/detail/SMHB00293
SMHB00293,SMMS00143,Cyst,C04.182|C23.300.306,C0010709,https://www.symmap.org/detail/SMHB00293
